FACID,FACILITY_TYPE,LIC#,LICENSED_NAME,ADDRESS,FAC_CITY,FAC_ST,ZIP,CSZ,COUNTY,LAT,LNG,FULL_ADDR
NJ23137,End Stage Renal Dialysis,23137,Renal Center Of Newton,7 East Clinton Street,Newton,NJ,7860,"NEWTON, NJ  07860",Sussex,41.0600669,-74.7499404,"7 East Clinton Street, Newton, NJ, US"
NJ22838,End Stage Renal Dialysis,22838,Renal Center Of Sewell,"660 Woodbury-Glassboro Road, #29",Sewell,NJ,8080,"SEWELL, NJ  08080",Gloucester,39.7734404,-75.1359142,"660 Woodbury-Glassboro Road, #29, Sewell, NJ, US"
NJ41402,End Stage Renal Dialysis,41402,Renal Center Of Succasunna,175 Righter Road,Succasunna,NJ,7876,"SUCCASUNNA, NJ  07876",Morris,40.84875,-74.628766,"175 Righter Road, Succasunna, NJ, US"
NJ23123,End Stage Renal Dialysis,23123,Renal Center Of Trenton,601 Hamilton Avenue,Trenton,NJ,8629,"TRENTON, NJ  08629",Mercer,40.2164172,-74.7414359,"601 Hamilton Avenue, Trenton, NJ, US"
NJ80137,End Stage Renal Dialysis,80137,Renal Center Of Westwood,363 Old Hook Road,Westwood,NJ,7675,"WESTWOOD, NJ  07675",Bergen,40.982753,-74.01075,"363 Old Hook Road, Westwood, NJ, US"
NJ313503,"Hospital-Based, Off-Site Ambulatory Care Facility",1040,Renal Dialysis Satellite,10 North Wood Avenue,Linden,NJ,7036,"LINDEN, NJ  07036",Union,40.6302574,-74.2512112,"10 North Wood Avenue, Linden, NJ, US"
NJ22260,End Stage Renal Dialysis,22260,"Renex Dialysis Clinic Of Bloomfield, Inc",206 Belleville Avenue,Bloomfield,NJ,7003,"BLOOMFIELD, NJ  07003",Essex,40.7992137,-74.1888946,"206 Belleville Avenue, Bloomfield, NJ, US"
NJ312568,End Stage Renal Dialysis,23187,Renex Dialysis Clinic Of East Orange,110 South Grove Street,East Orange,NJ,7018,"EAST ORANGE, NJ  07018",Essex,40.7532913,-74.2049424,"110 South Grove Street, East Orange, NJ, US"
NJ22862,End Stage Renal Dialysis,22862,Renex Dialysis Clinic Of Harrison,620 Essex Street,Harrison,NJ,7029,"HARRISON, NJ  07029",Hudson,40.7427776,-74.1514942,"620 Essex Street, Harrison, NJ, US"
31-2533,End Stage Renal Dialysis,82451,Renex Dialysis Clinic Of Orange,258 Central Avenue,Orange,NJ,7050,"ORANGE, NJ  07050",Essex,40.7656616,-74.2318514,"258 Central Avenue, Orange, NJ, US"
NJ22322,End Stage Renal Dialysis,22322,"Renex Dialysis Clinic Of Woodbury, Inc",571 North Evergreen Avenue,Woodbury,NJ,8096,"WOODBURY, NJ  08096",Gloucester,39.8433877,-75.1447429,"571 North Evergreen Avenue, Woodbury, NJ, US"
NJR24497,Surgical Practice,R24497,Reproductive Center Of Central New Jersey,3000 Hadley Road,South Plainfield,NJ,7080,"SOUTH PLAINFIELD, NJ  07080",Middlesex,40.5513869,-74.4126137,"3000 Hadley Road, South Plainfield, NJ, US"
NJR24890,Surgical Practice,R24890,"Reproductive Science Center Of New Jersey, Pa","234 Industrial Way West, Suite A104",Eatontown,NJ,7724,"EATONTOWN, NJ  07724",Monmouth,40.2758834,-74.0517701,"234 Industrial Way West, Suite A104, Eatontown, NJ, US"
NJ31C0001079,Surgical Practice,R24636,Retina Consultants Surgery Center,39 Sycamore Avenue,Little Silver,NJ,7739,"LITTLE SILVER, NJ  07739",Monmouth,40.3262606,-74.0426425,"39 Sycamore Avenue, Little Silver, NJ, US"
NJR24561,Surgical Practice,R24561,Richard A D'Amico Md Pa,"180 North Dean Street, Suite 3N",Englewood,NJ,7631,"ENGLEWOOD, NJ  07631",Bergen,40.8992482,-73.9713478,"180 North Dean Street, Suite 3N, Englewood, NJ, US"
NJ31C0001038,Ambulatory Surgical Center,22460,Ridgedale Surgery Center,"14 Ridgedale Avenue, Suite 120",Cedar Knolls,NJ,7927,"CEDAR KNOLLS, NJ  07927",Morris,40.82881,-74.446385,"14 Ridgedale Avenue, Suite 120, Cedar Knolls, NJ, US"
NJ22596,Ambulatory Care Facility,22596,"Ridgefield Imaging Center, Inc.","669 Broad Avenue, Suite 103",Ridgefield,NJ,7657,"RIDGEFIELD, NJ  07657",Bergen,40.8355796,-74.0080879,"669 Broad Avenue, Suite 103, Ridgefield, NJ, US"
NJ31C0001063,Ambulatory Surgical Center,R24549,Ridgewood Ambulatory Surgery Center,1200 East Ridgewood Avenue,Ridgewood,NJ,7450,"RIDGEWOOD, NJ  07450",Bergen,40.9733674,-74.0945298,"1200 East Ridgewood Avenue, Ridgewood, NJ, US"
NJ31C0001116,Ambulatory Surgical Center,22631,River Drive Surgery And Laser Center,"619 River Drive, First Floor",Elmwood Park,NJ,7407,"ELMWOOD PARK, NJ  07407",Bergen,40.899601,-74.12638,"619 River Drive, First Floor, Elmwood Park, NJ, US"
NJ90077,Surgical Practice,R24553,"Riverdale Surgery Center, L.L.C.","44 State Rt 23, Suite 15A",Riverdale,NJ,7457,"RIVERDALE, NJ  07457",Morris,40.984981,-74.303398,"44 State Rt 23, Suite 15A, Riverdale, NJ, US"
NJ31C0001145,Surgical Practice,R24535,Riverside Plastic Surgery And Sinus Center,70 East Front Street-Third Floor,Red Bank,NJ,7701,"RED BANK, NJ  07701",Monmouth,40.353194,-74.062203,"70 East Front Street-Third Floor, Red Bank, NJ, US"
NJ24814-1,Ambulatory Surgical Center,24814,"Riverside Surgical Center Of Newark, Llc",393 Mulberry Street,Newark,NJ,7102,"NEWARK, NJ  07102",Essex,40.7260763,-74.1738397,"393 Mulberry Street, Newark, NJ, US"
NJ24756-2,Ambulatory Surgical Center,24756,Riverside Surgical Center Of Rutherford,"201 Route 17 North, 12Th Floor",Rutherford,NJ,7070,"RUTHERFORD, NJ  07070",Bergen,40.816071,-74.113193,"201 Route 17 North, 12Th Floor, Rutherford, NJ, US"
NJ11305,General Acute Care Hospital,11305,Riverview Medical Center,One Riverview Plaza,Red Bank,NJ,7701,"RED BANK, NJ  07701",Monmouth,40.3531825,-74.0644516,"One Riverview Plaza, Red Bank, NJ, US"
NJ1181,"Hospital-Based, Off-Site Ambulatory Care Facility",1181,Riverview Medical Center Outpatient Behavioral Health,661 Shrewsbury Avenue,Shrewsbury,NJ,7702,"SHREWSBURY, NJ  07702",Monmouth,40.3263572,-74.0733842,"661 Shrewsbury Avenue, Shrewsbury, NJ, US"
NJ1057,"Hospital-Based, Off-Site Ambulatory Surgical Ctr",1057,Robert & Audrey Luckow Pavilion,1 Valley Health Plaza,Paramus,NJ,7652,"PARAMUS, NJ  07652",Bergen,40.9628028,-74.0735706,"1 Valley Health Plaza, Paramus, NJ, US"
NJ11202,General Acute Care Hospital,11202,Robert Wood Johnson University Hospital,One Robert Wood Johnson Place,New Brunswick,NJ,8901,"NEW BRUNSWICK, NJ  08901",Middlesex,40.500349,-74.443004,"One Robert Wood Johnson Place, New Brunswick, NJ, US"
NJ1211,"Hospital-Based, Off-Site Ambulatory Care Facility",1211,Robert Wood Johnson University Hospital - Ehs,"181 Somerset Street, Suite 300",New Brunswick,NJ,8903,"NEW BRUNSWICK, NJ  08903",Middlesex,40.495309,-74.451695,"181 Somerset Street, Suite 300, New Brunswick, NJ, US"
NJ310110,General Acute Care Hospital,11101,Robert Wood Johnson University Hospital - Hamilton,One Hamilton Health Place,Hamilton,NJ,8690,"HAMILTON, NJ  08690",Mercer,40.2173762,-74.6696598,"One Hamilton Health Place, Hamilton, NJ, US"
NJ310024,General Acute Care Hospital,12006,Robert Wood Johnson University Hospital At Rahway,865 Stone St,Rahway,NJ,7065,"RAHWAY, NJ  07065",Union,40.6131367,-74.2909063,"865 Stone St, Rahway, NJ, US"
NJ11802,General Acute Care Hospital,11802,Robert Wood Johnson University Hospital Somerset,110 Rehill Ave,Somerville,NJ,8876,"SOMERVILLE, NJ  08876",Somerset,40.5680736,-74.5949568,"110 Rehill Ave, Somerville, NJ, US"
NJ22594,Hospice Care Program,22594,"Robert Wood Johnson Visiting Nurse, Inc.",972 Shoppes Boulevard,North Brunswick,NJ,8902,"NORTH BRUNSWICK, NJ  08902",Middlesex,40.437705,-74.488547,"972 Shoppes Boulevard, North Brunswick, NJ, US"
NJ317079,Home Health Agency,22235,"Robert Wood Johnson Visiting Nurses, Inc",972 Shoppes Boulevard,North Brunswick,NJ,8902,"NORTH BRUNSWICK, NJ  08902",Middlesex,40.437705,-74.488547,"972 Shoppes Boulevard, North Brunswick, NJ, US"
NJ22700,Ambulatory Surgical Center,24371,Robert Wood Johnson-Endosurgical Center Llc,800 Ryders Lane,East Brunswick,NJ,8816,"EAST BRUNSWICK, NJ  08816",Middlesex,40.419353,-74.410969,"800 Ryders Lane, East Brunswick, NJ, US"
NJ24441,Ambulatory Surgical Center,24441,Rockland And Bergen Surgery Center,133 N Kinderkamack Road,Montvale,NJ,7645,"MONTVALE, NJ  07645",Bergen,41.0508176,-74.0266496,"133 N Kinderkamack Road, Montvale, NJ, US"
NJ22328,Psychiatric Hospital,22328,Rutgers Health - University Behavioral Health Care,671 Hoes Lane West,Piscataway,NJ,8854,"PISCATAWAY, NJ  08854",Middlesex,40.5256309,-74.4704159,"671 Hoes Lane West, Piscataway, NJ, US"
NJ24734,Federally Qualified Health Centers,24734,Rutgers Nursing Faculty Practice,274 South Orange Street,Newark,NJ,7102,"NEWARK, NJ  07102",Essex,40.7485962,-74.1804793,"274 South Orange Street, Newark, NJ, US"
NJ311902,Federally Qualified Health Centers,24661,Rutgers Rwj Eric B  Chandler Health Center,1000 Somerset Street,New Brunswick,NJ,8901,"NEW BRUNSWICK, NJ  08901",Middlesex,40.4796744,-74.4849874,"1000 Somerset Street, New Brunswick, NJ, US"
311867,Federally Qualified Health Centers,24001,Rutgers Rwj Eric B. Chandler Health Center,123 Church Street,New Brunswick,NJ,8901,"NEW BRUNSWICK, NJ  08901",Middlesex,40.496016,-74.44421,"123 Church Street, New Brunswick, NJ, US"
NJ311811,Federally Qualified Health Centers,22211,Rutgers Rwj Eric B. Chandler Health Center,277 George Street,New Brunswick,NJ,8901,"NEW BRUNSWICK, NJ  08901",Middlesex,40.4917501,-74.4425256,"277 George Street, New Brunswick, NJ, US"
NJ1478,"Hospital-Based, Off-Site Ambulatory Care Facility",1478,Rwj Balance And Hearing Center,2 Hamilton Health Place,Hamilton,NJ,8690,"HAMILTON, NJ  08690",Mercer,40.216247,-74.675467,"2 Hamilton Health Place, Hamilton, NJ, US"
NJ1376,"Hospital-Based, Off-Site Ambulatory Care Facility",1376,Rwj Center For Wound Healing,48 French Street,New Brunswick,NJ,8901,"NEW BRUNSWICK, NJ  08901",Middlesex,40.4950642,-74.4483734,"48 French Street, New Brunswick, NJ, US"
NJ1241,"Hospital-Based, Off-Site Ambulatory Care Facility",1241,Rwj Hamilton Diagnostic & Treatment Center At Columbus,1 Sheffield Drive,Columbus,NJ,8022,"COLUMBUS, NJ  08022",Burlington,40.071883,-74.737715,"1 Sheffield Drive, Columbus, NJ, US"
NJ1195,"Hospital-Based, Off-Site Ambulatory Care Facility",1195,Rwj Hamilton Sleep Center At Robbinsville,"1 Union Street, West Lake Office Building",Robbinsville,NJ,8691,"ROBBINSVILLE, NJ  08691",Mercer,40.222088,-74.634459,"1 Union Street, West Lake Office Building, Robbinsville, NJ, US"
NJ1392,Ambulatory Care Facility - Satellite,1127-1S,Rwj Occupational & Corporate Health At Ewing,1440 Lower Ferry Road,Ewing,NJ,8618,"EWING, NJ  08618",Mercer,40.2808917,-74.7972861,"1440 Lower Ferry Road, Ewing, NJ, US"
NJ1193,"Hospital-Based, Off-Site Ambulatory Care Facility",1193,Rwjbh Outpatient Services,331 Us Highway Route 206 - 2Nd Floor,Hillsborough,NJ,8844,"HILLSBOROUGH, NJ  08844",Somerset,40.4776,-74.62682,"331 Us Highway Route 206 - 2Nd Floor, Hillsborough, NJ, US"
NJ1440,"Hospital-Based, Off-Site Ambulatory Care Facility",1440,Rwjuh Proton Therapy Center,141 French Street,New Brunswick,NJ,8901,"NEW BRUNSWICK, NJ  08901",Middlesex,40.49236,-74.453349,"141 French Street, New Brunswick, NJ, US"
NJ31C0001037,Ambulatory Surgical Center,23429,Saddle Brook Endoscopic And Orthopedic Surgery Center,"289 Market Street, Suite 2",Saddle Brook,NJ,7663,"SADDLE BROOK, NJ  07663",Bergen,40.8965203,-74.0916357,"289 Market Street, Suite 2, Saddle Brook, NJ, US"
NJ23238,Ambulatory Surgical Center,23238,"Saddle River Valley Surgical Center, L.L.C.",1 West Ridgewood Avenue,Paramus,NJ,7652,"PARAMUS, NJ  07652",Bergen,40.969742,-74.077252,"1 West Ridgewood Avenue, Paramus, NJ, US"
NJ1431,"Hospital-Based, Off-Site Ambulatory Care Facility",1431,Saint Barnabas Ambulatory Care Center,200 South Orange Avenue,Livingston,NJ,7039,"LIVINGSTON, NJ  07039",Essex,40.773227,-74.354034,"200 South Orange Avenue, Livingston, NJ, US"
NJ21501,Psychiatric Hospital,21501,Saint Barnabas Behavioral Health Center,1691 Highway 9  -  Cn2025,Toms River,NJ,8755,"TOMS RIVER, NJ  08755",Ocean,44.868398,-108.480519,"1691 Highway 9  -  Cn2025, Toms River, NJ, US"
NJ10710,General Acute Care Hospital,10710,Saint Barnabas Medical Center,94 Old Short Hills Road,Livingston,NJ,7039,"LIVINGSTON, NJ  07039",Essex,40.7634604,-74.3048418,"94 Old Short Hills Road, Livingston, NJ, US"
NJ24851,"Hospital-Based, Off-Site Ambulatory Care Facility",1452,Saint Clare'S Health System-Lakeland Cardiology Center,"765 Route 10, Suite 104",Randolph,NJ,7869,"RANDOLPH, NJ  07869",Morris,40.860149,-74.590698,"765 Route 10, Suite 104, Randolph, NJ, US"
NJ24852,"Hospital-Based, Off-Site Ambulatory Care Facility",1453,Saint Clare'S Health System-Lakeland Cardiology Center,415 Boulevard,Mountain Lakes,NJ,7046,"MOUNTAIN LAKES, NJ  07046",Morris,40.8859964,-74.4551982,"415 Boulevard, Mountain Lakes, NJ, US"
NJ11402,General Acute Care Hospital,11402,Saint Clare'S Hospital,400 West Blackwell Street,Dover,NJ,7801,"DOVER, NJ  07801",Morris,40.8846161,-74.5761626,"400 West Blackwell Street, Dover, NJ, US"
NJ21403SCB,Special Hospital,21403,Saint Clare'S Hospital - Boonton,130 Powerville Road,Boonton Township,NJ,7005,"BOONTON TOWNSHIP, NJ  07005",Morris,40.9102033,-74.4255851,"130 Powerville Road, Boonton Township, NJ, US"
NJ11406-O1,General Acute Care Hospital,11406,Saint Clare'S Hospital/ Denville Campus,25 Pocono Road,Denville,NJ,7834,"DENVILLE, NJ  07834",Morris,40.8955961,-74.4649449,"25 Pocono Road, Denville, NJ, US"
NJ1200,"Hospital-Based, Off-Site Ambulatory Care Facility",1200,Saint Clare'S Imaging Center At Parsippany,3219 Route 46 East,Parsippany,NJ,7054,"PARSIPPANY, NJ  07054",Morris,40.872413,-74.428623,"3219 Route 46 East, Parsippany, NJ, US"
6530,Federally Qualified Health Centers,24967,Saint James Health Inc,"228 Lafayette Street, 2Nd Floor And 4Th Floor",Newark,NJ,7105,"NEWARK, NJ  07105",Essex,40.728978,-74.162783,"228 Lafayette Street, 2Nd Floor And 4Th Floor, Newark, NJ, US"
NJ25169,Ambulatory Care Facility - Satellite,25169,"Saint James Health, Inc",332 South 8Th Street,Newark,NJ,7106,"NEWARK, NJ  07106",Essex,40.738557,-74.199269,"332 South 8Th Street, Newark, NJ, US"
NJ90050,Ambulatory Surgical Center,R24500,Saint Mary'S Ambulatory Surgery Center,540 Bergen Blvd,Palisades Park,NJ,7650,"PALISADES PARK, NJ  07650",Bergen,40.8502948,-73.9867052,"540 Bergen Blvd, Palisades Park, NJ, US"
NJ10713,General Acute Care Hospital,10713,Saint Michael'S Medical Center,111 Central Avenue,Newark,NJ,7102,"NEWARK, NJ  07102",Essex,40.7440691,-74.174156,"111 Central Avenue, Newark, NJ, US"
NJ1029,"Hospital-Based, Off-Site Ambulatory Care Facility",1029,Saint Peter'S Community Mobile Health Unit,254 Easton Avenue,New Brunswick,NJ,8901,"NEW BRUNSWICK, NJ  08901",Middlesex,40.5006491,-74.4598666,"254 Easton Avenue, New Brunswick, NJ, US"
NJ1005,"Hospital-Based, Off-Site Ambulatory Care Facility",1005,Saint Peter'S Family Health Center,123 How Lane,New Brunswick,NJ,8901,"NEW BRUNSWICK, NJ  08901",Middlesex,40.470572,-74.48273,"123 How Lane, New Brunswick, NJ, US"
NJ11205,General Acute Care Hospital,11205,Saint Peter'S University Hospital,254 Easton Ave,New Brunswick,NJ,8901,"NEW BRUNSWICK, NJ  08901",Middlesex,40.5006491,-74.4598666,"254 Easton Ave, New Brunswick, NJ, US"
NJ1427,"Hospital-Based, Off-Site Ambulatory Care Facility",1427,Saint Peter'S University Hospital'S Cancer Center,215 Easton Avenue,New Brunswick,NJ,8901,"NEW BRUNSWICK, NJ  08901",Middlesex,40.5050961,-74.4672722,"215 Easton Avenue, New Brunswick, NJ, US"
NJ317081,Home Health Agency,11702,Salem Home Health,"310 Salem-Woodstown Road, 2Nd Floor, 2 East",Salem,NJ,8079,"SALEM, NJ  08079",Salem,39.593157,-75.44644,"310 Salem-Woodstown Road, 2Nd Floor, 2 East, Salem, NJ, US"
NJ71702,General Acute Care Hospital,71702,Salem Medical Center,310 Woodstown Road,Salem,NJ,8079,"SALEM, NJ  08079",Salem,39.7183722,-75.3177691,"310 Woodstown Road, Salem, NJ, US"
NJ1284,"Hospital-Based, Off-Site Ambulatory Care Facility",1284,Salem Medical Imaging,499 Beckett Road,Logan Township,NJ,8085,"LOGAN TOWNSHIP, NJ  08085",Gloucester,39.79232,-75.35593,"499 Beckett Road, Logan Township, NJ, US"
NJ22367,Ambulatory Care Facility,22367,"Sall/Myers Medical Associates, P.A.","100 Hamilton Plaza, 3Rd Floor",Paterson,NJ,7505,"PATERSON, NJ  07505",Passaic,40.913374,-74.171513,"100 Hamilton Plaza, 3Rd Floor, Paterson, NJ, US"
NJ22819,Hospice Care Program,22819,Samaritan Healthcare And Hospice,"5 Eves Drive, Suite 300",Marlton,NJ,8053,"MARLTON, NJ  08053",Burlington,39.911923,-74.93352,"5 Eves Drive, Suite 300, Marlton, NJ, US"
NJR24863,Ambulatory Surgical Center,R24863,"Same Day Procedures, L.L.C.","1060 Clifton Avenue, 2Nd Floor",Clifton,NJ,7013,"CLIFTON, NJ  07013",Passaic,40.860947,-74.166482,"1060 Clifton Avenue, 2Nd Floor, Clifton, NJ, US"
22984,Ambulatory Surgical Center,22984,Same Day Surgery Center Of Central Jersey,"225 May Street, Unit C",Edison,NJ,8837,"EDISON, NJ  08837",Middlesex,40.5274691,-74.3273222,"225 May Street, Unit C, Edison, NJ, US"
NJ1492,Ambulatory Care Facility,1492,Santo Loconte Child Advocacy Center,156 Barclay Street,Paterson,NJ,7503,"PATERSON, NJ  07503",Passaic,40.9017621,-74.1676613,"156 Barclay Street, Paterson, NJ, US"
NJ25101,End Stage Renal Dialysis,25101,Sayreville Dialysis,"2909 Washington Road, Suite 130",Parlin,NJ,8859,"PARLIN, NJ  08859",Middlesex,40.459613,-74.346245,"2909 Washington Road, Suite 130, Parlin, NJ, US"
NJ24173,Home Health Agency,24173,Seabrook Home Health Agency,3000 Essex Road,Tinton Falls,NJ,7753,"TINTON FALLS, NJ  07753",Monmouth,40.22657,-74.093241,"3000 Essex Road, Tinton Falls, NJ, US"
NJ80034,Surgical Practice,R24580,"Seashore Ambulatory Surgery Center, Pc",1907 New Road,Northfield,NJ,8225,"NORTHFIELD, NJ  08225",Atlantic,39.367895,-74.561482,"1907 New Road, Northfield, NJ, US"
NJ23141,Ambulatory Surgical Center,23141,"Seashore Surgical Institute, Llc",495 Jack Martin Boulevard,Brick,NJ,8724,"BRICK, NJ  08724",Ocean,40.0791241,-74.1314269,"495 Jack Martin Boulevard, Brick, NJ, US"
NJ24819,Hospice Care Program,24819,"Seasons Hospice & Palliative Care Of New Jersey, Llc","2147 Route 27 South, Suite 101",Edison,NJ,8817,"EDISON, NJ  08817",Middlesex,40.528504,-74.384549,"2147 Route 27 South, Suite 101, Edison, NJ, US"
NJ312019,Special Hospital,24077,Select Specialty Hospital Northeast New Jersey Rochelle Park,96 Parkway,Rochelle Park,NJ,7662,"ROCHELLE PARK, NJ  07662",Bergen,40.8980032,-74.0758276,"96 Parkway, Rochelle Park, NJ, US"
NJ24339,Ambulatory Surgical Center,24339,Select Surgical Center At Kennedy,"405 Hurffville Cross Keys Road, Suite 210",Sewell,NJ,8080,"SEWELL, NJ  08080",Gloucester,39.730602,-75.059382,"405 Hurffville Cross Keys Road, Suite 210, Sewell, NJ, US"
NJ1332,"Hospital-Based, Off-Site Ambulatory Care Facility",1332,Senior Health & Wellness Center At James White Manor,516 Bergen Street,Newark,NJ,7108,"NEWARK, NJ  07108",Essex,40.726648,-74.19788,"516 Bergen Street, Newark, NJ, US"
NJ24454,Hospice Care Program,24454,Serenity Hospice Care,56 Georgetown Road,Bordentown,NJ,8505,"BORDENTOWN, NJ  08505",Burlington,40.1280393,-74.6899906,"56 Georgetown Road, Bordentown, NJ, US"
NJ311910,Federally Qualified Health Centers,23975,Shabazz Health Clinic At Malcolm X Shabazz High School,80 Johnson Avenue,Newark,NJ,7108,"NEWARK, NJ  07108",Essex,40.7194581,-74.191749,"80 Johnson Avenue, Newark, NJ, US"
NJ80131,End Stage Renal Dialysis,80131,Shore Dialysis,"300 W Sylvania Avenue, Suite 1",Neptune,NJ,7753,"NEPTUNE, NJ  07753",Monmouth,40.2056755,-74.0463012,"300 W Sylvania Avenue, Suite 1, Neptune, NJ, US"
NJ24990,Ambulatory Care Facility,24990,"Shore Heart Group, P.C.",115 East Bay Avenue,Manahawkin,NJ,8050,"MANAHAWKIN, NJ  08050",Ocean,39.6934843,-74.255558,"115 East Bay Avenue, Manahawkin, NJ, US"
NJ25003,Ambulatory Care Facility,25003,Shore Heart Group-Keyport Office,1 Highway 35,Keyport,NJ,7735,"KEYPORT, NJ  07735",Monmouth,40.447801,-74.23564,"1 Highway 35, Keyport, NJ, US"
NJ22713,Ambulatory Care Facility,22713,Shore Imaging,1166 River Avenue,Lakewood,NJ,8701,"LAKEWOOD, NJ  08701",Ocean,40.0515959,-74.2211138,"1166 River Avenue, Lakewood, NJ, US"
NJ22803,Ambulatory Care Facility,22803,Shore Imaging Associate Marlton Llc,"100 Brick Road, Suite 101",Marlton,NJ,8053,"MARLTON, NJ  08053",Burlington,39.8809919,-74.9205754,"100 Brick Road, Suite 101, Marlton, NJ, US"
NJ1387,"Hospital-Based, Off-Site Ambulatory Care Facility",1387,Shore Maternal Fetal Medicine,155 Medical Center Way,Somers Point,NJ,8244,"SOMERS POINT, NJ  08244",Atlantic,39.3143614,-74.5919153,"155 Medical Center Way, Somers Point, NJ, US"
NJ1125,"Hospital-Based, Off-Site Ambulatory Care Facility",1125,Shore Medical Cancer Center,100 Medical Center Way,Somers Point,NJ,8244,"SOMERS POINT, NJ  08244",Atlantic,39.3143745,-74.5923296,"100 Medical Center Way, Somers Point, NJ, US"
NJ310047,General Acute Care Hospital,10103,Shore Medical Center,100 Medical Center Way,Somers Point,NJ,8244,"SOMERS POINT, NJ  08244",Atlantic,39.3143745,-74.5923296,"100 Medical Center Way, Somers Point, NJ, US"
NJ1467,"Hospital-Based, Off-Site Ambulatory Care Facility",1467,Shore Medical Center For Cardiac Pulmonary Rehab & Physical Therapy,710 Centre Street,Somers Point,NJ,8244,"SOMERS POINT, NJ  08244",Atlantic,39.3149208,-74.5956587,"710 Centre Street, Somers Point, NJ, US"
NJ31C0001099,Ambulatory Surgical Center,22372,"Shore Outpatient Surgicenter, Llc",360 Route 70,Lakewood,NJ,8701,"LAKEWOOD, NJ  08701",Ocean,40.048792,-74.209173,"360 Route 70, Lakewood, NJ, US"
NJ24252,Ambulatory Care Facility,24252,Shore Point Radiation Oncology Center,900 Route 70 East,Lakewood,NJ,8701,"LAKEWOOD, NJ  08701",Ocean,40.051781,-74.18849,"900 Route 70 East, Lakewood, NJ, US"
