Facility_Name,Type,Street_Address,City,Zip,County,State,Facility Location,Latitude,Longitude
"Villa Maria Nursing and Rehabilitation Community, Inc.",Nursing Facility,20 Babcock Avenue,Plainfield,,Windham,CT,POINT (-71.917758 41.678696),41.678696,-71.917758
Jefferson House,Nursing Facility,1 John H. Stewart Drive,Newington,,Hartford,CT,POINT (-72.71406100000002 41.696009),41.696009,-72.714061
Beacon Brook Health Center,Nursing Facility,89 Weid Drive,Naugatuck,,New Haven,CT,POINT (-73.031936 41.469642),41.469642,-73.031936
Wolcott View Manor,Nursing Facility,50 Beach Road,Wolcott,,New Haven,CT,POINT (-72.989834 41.605219000000005),41.605219,-72.989834
Maefair Health Care Center,Nursing Facility,21 Maefair Court,Trumbull,,Fairfield,CT,POINT (-73.194834 41.236378),41.236378,-73.194834
Geer Nursing and Rehabilitation Center,Nursing Facility,99 South Canaan Road,Canaan,,Litchfield,CT,POINT (-73.33247100000001 42.016475),42.016475,-73.332471
Apple Rehab Coccomo,Nursing Facility,33 Cone Avenue,Meriden,,New Haven,CT,POINT (-72.752952 41.524968),41.524968,-72.752952
"Wolcott Hall Nursing Center, Inc.",Nursing Facility,215 Forest Street,Torrington,,Litchfield,CT,POINT (-73.128142 41.80896),41.80896,-73.128142
Pomperaug Woods Health Center,Nursing Facility,80 Heritage Road,Southbury,,New Haven,CT,POINT (-73.217482 41.482196),41.482196,-73.217482
Cambridge Manor,Nursing Facility,2428 Easton Turnpike,Fairfield,,Fairfield,CT,POINT (-73.246284 41.211641),41.211641,-73.246284
Maefair Health Care Center,Nursing Facility,21 Maefair Court,Trumbull,,Fairfield,CT,POINT (-73.194834 41.236378),41.236378,-73.194834
Cambridge Health and Rehabilitation Center,Nursing Facility,2428 Easton Turnpike,Fairfield,,Fairfield,CT,POINT (-73.246284 41.211641),41.211641,-73.246284
St. Joseph's Center,Nursing Facility,6448 Main Street,Trumbull,,Fairfield,CT,POINT (-73.226931 41.27423),41.27423,-73.226931
Golden Hill Health Care Center,Nursing Facility,2028 Bridgeport Avenue,Milford,,New Haven,CT,POINT (-73.066793 41.21709),41.21709,-73.066793
Saint John Paul II Center,Nursing Facility,33 Lincoln Avenue,Danbury,,Fairfield,CT,POINT (-73.454729 41.384584),41.384584,-73.454729
Glendale Center,Nursing Facility,4 Hazel Avenue,Naugatuck,,New Haven,CT,POINT (-73.036733 41.469038),41.469038,-73.036733
Astoria Park,Nursing Facility,725 Park Avenue,Bridgeport,,Fairfield,CT,POINT (-73.19634900000001 41.171871),41.171871,-73.196349
Prospect ECHN ElderCare Serv. dba Woodlake at Tolland,Nursing Facility,26 Shenipsit Lake Road,Tolland,,Tolland,CT,POINT (-72.414389 41.871808),41.871808,-72.414389
Autumn Lake Healthcare at Cromwell,Nursing Facility,385 Main Street,Cromwell,,Middlesex,CT,POINT (-72.646205 41.600635),41.600635,-72.646205
"Whitney Manor Convalescent Center, Inc.",Nursing Facility,2798 Whitney Avenue,Hamden,,New Haven,CT,POINT (-72.897242 41.398068),41.398068,-72.897242
Westport Rehabilitation Complex,Nursing Facility,1 Burr Road,Westport,,Fairfield,CT,POINT (-73.367176 41.136945),41.136945,-73.367176
Middlesex Health Care Center,Nursing Facility,100 Randolph Road,Middletown,,Middlesex,CT,POINT (-72.616498 41.534852),41.534852,-72.616498
CT Watermark at East Hill-Springs,Nursing Facility,611 East Hill Road,Southbury,,New Haven,CT,POINT (-73.241049 41.485015),41.485015,-73.241049
Marlborough Health and Rehabilitation Center,Nursing Facility,85 Stage Harbor Road,Marlborough,,Hartford,CT,POINT (-72.476829 41.652591),41.652591,-72.476829
"Miller Memorial Community, Inc.",Nursing Facility,360 Broad Street,Meriden,,New Haven,CT,POINT (-72.795275 41.530336),41.530336,-72.795275
Avalon Health Center,Nursing Facility,186 Jerry Browne Road,Mystic,,New London,CT,POINT (-71.949571 41.37512000000001),41.37512,-71.949571
Apple Rehab Middletown (dba Highview Health Care Center),Nursing Facility,600 Highland Avenue,Middletown,,Middlesex,CT,POINT (-72.654814 41.532381),41.532381,-72.654814
"Monsignor Bojnowski Manor, Inc",Nursing Facility,50 Pulaski Street,New Britain,,Hartford,CT,POINT (-72.798371 41.675475),41.675475,-72.798371
Water's Edge Center for Health and Rehabilitation,Nursing Facility,111 Church Street,Middletown,,Middlesex,CT,POINT (-72.65167500000001 41.555227),41.555227,-72.651675
Arden House,Nursing Facility,850 Mix Avenue,Hamden,,New Haven,CT,POINT (-72.920536 41.375964),41.375964,-72.920536
Village Green of Bristol Rehabilitation and Health Center,Nursing Facility,23 Fair Street,Forestville,,Hartford,CT,POINT (-72.902506 41.679856),41.679856,-72.902506
Harbor Village North,Nursing Facility,78 Viets Street,New London,,New London,CT,POINT (-72.11074 41.338131),41.338131,-72.11074
"Rose Haven, Ltd.",Nursing Facility,"33 North Street,  P.O. Box 157",Litchfield,,Litchfield,CT,POINT (-72.718334 41.497878),41.497878,-72.718334
RegalCare at Waterbury,Nursing Facility,177 Whitewood Road,Waterbury,,New Haven,CT,POINT (-73.081309 41.576911),41.576911,-73.081309
"Carolton Chronic & Convalescent Hospital, Inc.",Nursing Facility,400 Mill Plain Road,Fairfield,,Fairfield,CT,POINT (-73.265827 41.14486),41.14486,-73.265827
"LiveWell (formerly Alzheimer's Resource Center of Connecticut, Inc.)",Nursing Facility,1261 South Main Street,Plantsville,,Hartford,CT,POINT (-72.89584700000002 41.57315800000001),41.573158,-72.895847
Saint John Paul II Center,Nursing Facility,33 Lincoln Avenue,Danbury,,Fairfield,CT,POINT (-73.454729 41.384584),41.384584,-73.454729
"Windsor Health and Rehabilitation Center, LLC",Nursing Facility,581 Poquonock Avenue,Windsor,,Hartford,CT,POINT (-72.658685 41.86911),41.86911,-72.658685
Twin Maples Health Care Facility,Nursing Facility,"809 R New Haven Road,  P.O. Box 423",Durham,,Middlesex,CT,POINT (-72.720881 41.436968),41.436968,-72.720881
Mansfield Center for Nursing & Rehabilitation,Nursing Facility,100 Warren Circle,Storrs,,Tolland,CT,POINT (-72.253088 41.791899),41.791899,-72.253088
Bishop Wicke Health Center,Nursing Facility,584 Long Hill Avenue,Shelton,,Fairfield,CT,POINT (-73.098403 41.281872),41.281872,-73.098403
Skyview Rehab and Nursing,Nursing Facility,35 Marc Drive,Wallingford,,New Haven,CT,POINT (-72.846279 41.453355),41.453355,-72.846279
Southington Care Center,Nursing Facility,45 Meriden Avenue,Southington,,Hartford,CT,POINT (-72.876623 41.59615),41.59615,-72.876623
Fairview,Nursing Facility,235 Lestertown Road,Groton,,New London,CT,POINT (-72.083057 41.372077),41.372077,-72.083057
Orange Healthcare Rehabilitation Center,Nursing Facility,225 Boston Post Road,Orange,,New Haven,CT,POINT (-72.998279 41.269422),41.269422,-72.998279
Valerie Manor,Nursing Facility,1360 Torringford Street,Torrington,,Litchfield,CT,POINT (-73.079132 41.827508),41.827508,-73.079132
Meriden Center,Nursing Facility,845 Paddock Avenue,Meriden,,New Haven,CT,POINT (-72.777296 41.50681),41.50681,-72.777296
Montowese Health & Rehabilitation Center,Nursing Facility,163 Quinnipiac Avenue,North Haven,,New Haven,CT,POINT (-72.863569 41.346922),41.346922,-72.863569
Maple View Health and Rehabilitation,Nursing Facility,856 Maple Street,Rocky Hill,,Hartford,CT,POINT (-72.666639 41.673965),41.673965,-72.666639
Talmadge Park Health Care,Nursing Facility,38 Talmadge Avenue,East Haven,,New Haven,CT,POINT (-72.86361 41.263459),41.263459,-72.86361
Skyview Rehab and Nursing,Nursing Facility,35 Marc Drive,Wallingford,,New Haven,CT,POINT (-72.846279 41.453355),41.453355,-72.846279
"Bidwell Care Center, LLC of Manchester, CT d/b/a/ Touchpoints at Manchester",Nursing Facility,333 Bidwell Street,Manchester,,Hartford,CT,POINT (-72.545849 41.759594),41.759594,-72.545849
Wadsworth Glen Health Care and Rehabilitation,Nursing Facility,30 Boston Road,Middletown,,Middlesex,CT,POINT (-72.676519 41.554164),41.554164,-72.676519
Pendleton Health and Rehabilitation Center,Nursing Facility,44 Maritime Drive,Mystic,,New London,CT,POINT (-71.950839 41.369335),41.369335,-71.950839
Birmingham Health Center,Nursing Facility,210 Chatfield Street,Derby,,New Haven,CT,POINT (-73.09526 41.33828),41.33828,-73.09526
Beechwood Rehabilitation & Nursing Center,Nursing Facility,31 Vauxhall Street,New London,,New London,CT,POINT (-72.104438 41.361035),41.361035,-72.104438
Aaron Manor Nursing and Rehabilitation Center,Nursing Facility,3 South Wig Hill Road,Chester,,Middlesex,CT,POINT (-72.474826 41.400691),41.400691,-72.474826
Candlewood Valley Health & Rehabilitation Center,Nursing Facility,30 Park Lane east,New Milford,,Litchfield,CT,POINT (-73.401447 41.59753),41.59753,-73.401447
"St. Joseph's Living Center, Inc.",Nursing Facility,14 Club Road,Windham,,Windham,CT,POINT (-72.187138 41.715224),41.715224,-72.187138
The Summit at Plantsville,Nursing Facility,261 Summit Street,Plantsville,,Hartford,CT,POINT (-72.89307 41.591965),41.591965,-72.89307
Ingraham Manor of Bristol Hospital,Nursing Facility,400 North Main Street,Bristol,,Hartford,CT,POINT (-72.947179 41.67921400000001),41.679214,-72.947179
Kimberly Hall North,Nursing Facility,1 Emerson Drive,Windsor,,Hartford,CT,POINT (-72.666767 41.837832),41.837832,-72.666767
Meridian Manor Corporation,Nursing Facility,1132 Meriden Road,Waterbury,,New Haven,CT,POINT (-72.981851 41.552609),41.552609,-72.981851
Edgehill,Nursing Facility,122 Palmers Hill Road,Stamford,,Fairfield,CT,POINT (-73.565584 41.059385),41.059385,-73.565584
"Kettle Brook Care Center, dba Fresh River Healthcare",Nursing Facility,96 Prospect Hill Road,East Windsor,,Hartford,CT,POINT (-72.606229 41.925372),41.925372,-72.606229
Andrew House Health Care,Nursing Facility,66 Clinic Drive,New Britain,,Hartford,CT,POINT (-72.786309 41.648365),41.648365,-72.786309
Cheshire Regional Rehab Center,Nursing Facility,745 Highland Avenue,Cheshire,,New Haven,CT,POINT (-72.897694 41.518026),41.518026,-72.897694
West Hartford Health and Rehabilitation Center,Nursing Facility,130 Loomis Drive,West Hartford,,Hartford,CT,POINT (-72.73995 41.76687),41.76687,-72.73995
Village Green of Wallingford Rehabilitation and Health Center,Nursing Facility,55 Kondracki Lane,Wallingford,,New Haven,CT,POINT (-72.811781 41.435947),41.435947,-72.811781
Bride Brook Health and Rehabilitation Center,Nursing Facility,23 Liberty Way,Niantic,,New London,CT,POINT (-72.24337 41.320823),41.320823,-72.24337
"Colonial Health and Rehab Center of Plainfield, LLC",Nursing Facility,16 Windsor Avenue,Plainfield,,Windham,CT,POINT (-71.918016 41.681773),41.681773,-71.918016
Autumn Lake Healthcare at Bucks Hill,Nursing Facility,2817 North Main Street,Waterbury,,New Haven,CT,POINT (-73.02705 41.592653),41.592653,-73.02705
"Leeway, Inc.",Nursing Facility,40 Albert Street,New Haven,,New Haven,CT,POINT (-72.89634 41.326544),41.326544,-72.89634
"Rose Haven, Ltd.",Nursing Facility,"33 North Street,  P.O. Box 157",Litchfield,,Litchfield,CT,POINT (-72.718334 41.497878),41.497878,-72.718334
St. Camillus Center,Nursing Facility,494 Elm Street,Stamford,,Fairfield,CT,POINT (-73.526723 41.049972),41.049972,-73.526723
Autumn Lake Healthcare at Norwalk,Nursing Facility,34 Midrocks Road,Norwalk,,Fairfield,CT,POINT (-73.415254 41.142315),41.142315,-73.415254
The Bradley Home,Nursing Facility,320 Colony Street,Meriden,,New Haven,CT,POINT (-72.795609 41.545942),41.545942,-72.795609
Marshall Lane Manor,Nursing Facility,101 Marshall Lane,Derby,,New Haven,CT,POINT (-73.051417 41.317687),41.317687,-73.051417
Abbott Terrace Health Center,Nursing Facility,44 Abbott Terrace,Waterbury,,New Haven,CT,POINT (-73.038022 41.556464),41.556464,-73.038022
The Springs @ Watermark 3030 Park,Nursing Facility,3030 Park Avenue,Bridgeport,,Fairfield,CT,POINT (-73.219717 41.198599),41.198599,-73.219717
"Wolcott Hall Nursing Center, Inc.",Nursing Facility,215 Forest Street,Torrington,,Litchfield,CT,POINT (-73.128142 41.80896),41.80896,-73.128142
Countryside Manor of Bristol,Nursing Facility,1660 Stafford Avenue,Bristol,,Hartford,CT,POINT (-72.91463 41.721245),41.721245,-72.91463
Middlesex Health Care Center,Nursing Facility,100 Randolph Road,Middletown,,Middlesex,CT,POINT (-72.616498 41.534852),41.534852,-72.616498
Cheshire House,Nursing Facility,3396 East Main Street,Waterbury,,New Haven,CT,POINT (-72.977713 41.544185),41.544185,-72.977713
"New Milford Rehabilitation, LLC",Nursing Facility,30 Park Lane East,New Milford,,Litchfield,CT,POINT (-73.401447 41.59753),41.59753,-73.401447
Arden House,Nursing Facility,850 Mix Avenue,Hamden,,New Haven,CT,POINT (-72.920536 41.375964),41.375964,-72.920536
"Mattatuck Health Care Facility, Inc.",Nursing Facility,9 Cliff Street,Waterbury,,New Haven,CT,POINT (-73.045851 41.560756),41.560756,-73.045851
The Nathaniel Witherell,Nursing Facility,70 Parsonage Road,Greenwich,,Fairfield,CT,POINT (-73.624382 41.059487),41.059487,-73.624382
Orange Healthcare Rehabilitation Center,Nursing Facility,225 Boston Post Road,Orange,,New Haven,CT,POINT (-72.998279 41.269422),41.269422,-72.998279
The Pines at Bristol Center for Nursing and Rehabilitation,Nursing Facility,61 Bellevue Avenue,Bristol,,Hartford,CT,POINT (-72.940458 41.675186),41.675186,-72.940458
Apple Rehab Shelton Lakes,Nursing Facility,5 Lake Road,Shelton,,Fairfield,CT,POINT (-73.115165 41.313756),41.313756,-73.115165
Wadsworth Glen Health Care Center,Nursing Facility,30 Boston Road,Middletown,,Middlesex,CT,POINT (-72.676519 41.554164),41.554164,-72.676519
RegalCare at West Haven,Nursing Facility,310 Terrace Avenue,West Haven,,New Haven,CT,POINT (-72.969025 41.283035),41.283035,-72.969025
Crestfield Rehabilitation Center and Fenwood Manor,Nursing Facility,565 Vernon Street,Manchester,,Hartford,CT,POINT (-72.490893 41.803114),41.803114,-72.490893
Apple Rehab Uncasville,Nursing Facility,5 Richard Brown Drive,Uncasville,,New London,CT,POINT (-72.112266 41.49273),41.49273,-72.112266
"Orchard Grove Specialty Care Center, LLC",Nursing Facility,5 Richard Brown Drive,Uncasville,,New London,CT,POINT (-72.112266 41.49273),41.49273,-72.112266
Jerome Home,Nursing Facility,975 Corbin Avenue,New Britain,,Hartford,CT,POINT (-72.80429 41.662211),41.662211,-72.80429
Newtown Rehabilitation and Health Care Center,Nursing Facility,139 Toddy Hill Road,Newtown,,Fairfield,CT,POINT (-73.258982 41.382079),41.382079,-73.258982
West River Rehabilitation Center,Nursing Facility,245 Orange Avenue,Milford,,New Haven,CT,POINT (-73.050224 41.237712),41.237712,-73.050224
Meadowbrook of Granby,Nursing Facility,350 Salmon Brook Street,Granby,,Hartford,CT,POINT (-72.790996 41.964404),41.964404,-72.790996
Avon Health Center,Nursing Facility,652 West Avon Road,Avon,,Hartford,CT,POINT (-72.861534 41.773418),41.773418,-72.861534
West River Rehabilitation Center,Nursing Facility,245 Orange Avenue,Milford,,New Haven,CT,POINT (-73.050224 41.237712),41.237712,-73.050224
"Mattatuck Health Care Facility, Inc.",Nursing Facility,9 Cliff Street,Waterbury,,New Haven,CT,POINT (-73.045851 41.560756),41.560756,-73.045851
Waveny Care Center,Nursing Facility,3 Farm Road,New Canaan,,Fairfield,CT,POINT (-73.493667 41.128529),41.128529,-73.493667
Lutheran Home of Southbury,Nursing Facility,990 Main Street North,Southbury,,New Haven,CT,POINT (-73.21103 41.504094),41.504094,-73.21103
Fairview,Nursing Facility,235 Lestertown Road,Groton,,New London,CT,POINT (-72.083057 41.372077),41.372077,-72.083057
Masonicare Health Center,Nursing Facility,22 Masonic Avenue,Wallingford,,New Haven,CT,POINT (-72.836586 41.460698),41.460698,-72.836586
Jewish Senior Services,Nursing Facility,4200 Park Avenue,Bridgeport,,Fairfield,CT,POINT (-73.23149 41.212038),41.212038,-73.23149
Apple Rehab Cromwell,Nursing Facility,156 Berlin Road,Cromwell,,Middlesex,CT,POINT (-72.712975 41.607341000000005),41.607341,-72.712975
Twin Maples Health Care Facility,Nursing Facility,"809 R New Haven Road,  P.O. Box 423",Durham,,Middlesex,CT,POINT (-72.720881 41.436968),41.436968,-72.720881
"Grove Manor Nursing Home, Inc.",Nursing Facility,145 Grove Street,Waterbury,,New Haven,CT,POINT (-73.04124700000001 41.559964),41.559964,-73.041247
Apple Rehab Laurel Woods,Nursing Facility,451 North High Street,East Haven,,New Haven,CT,POINT (-72.866922 41.292497),41.292497,-72.866922
Cherry Brook Health Care Center,Nursing Facility,102 Dyer Avenue,Canton,,Hartford,CT,POINT (-72.919257 41.83171500000001),41.831715,-72.919257
Pendleton Health and Rehabilitation Center,Nursing Facility,44 Maritime Drive,Mystic,,New London,CT,POINT (-71.950839 41.369335),41.369335,-71.950839
"Lourdes Health Care Center, Inc.",Nursing Facility,345 Belden Hill Road,Wilton,,Fairfield,CT,POINT (-73.438485 41.172601),41.172601,-73.438485
Cheshire House,Nursing Facility,3396 East Main Street,Waterbury,,New Haven,CT,POINT (-72.977713 41.544185),41.544185,-72.977713
Wolcott View Manor,Nursing Facility,50 Beach Road,Wolcott,,New Haven,CT,POINT (-72.989834 41.605219000000005),41.605219,-72.989834
"Glastonbury Health Care Center, Inc.",Nursing Facility,1175 Hebron Avenue,Glastonbury,,Hartford,CT,POINT (-72.565754 41.71823),41.71823,-72.565754
Waterbury Gardens Nursing and Rehab,Nursing Facility,128 Cedar Avenue,Waterbury,,New Haven,CT,POINT (-72.996781 41.549392),41.549392,-72.996781
"Monsignor Bojnowski Manor, Inc",Nursing Facility,50 Pulaski Street,New Britain,,Hartford,CT,POINT (-72.798371 41.675475),41.675475,-72.798371
Jefferson House,Nursing Facility,1 John H. Stewart Drive,Newington,,Hartford,CT,POINT (-72.71406100000002 41.696009),41.696009,-72.714061
Silver Springs Care Center,Nursing Facility,33 Roy Street,Meriden,,New Haven,CT,POINT (-72.804701 41.525279),41.525279,-72.804701
Apple Rehab Watertown,Nursing Facility,35 Bunker Hill Road,Watertown,,Litchfield,CT,POINT (-73.099293 41.577182),41.577182,-73.099293
Touchpoints at Bloomfield,Nursing Facility,140 Park Avenue,Bloomfield,,Hartford,CT,POINT (-72.703607 41.822945),41.822945,-72.703607
Advanced Nursing and Rehabilitation Center of New Haven,Nursing Facility,169 Davenport Avenue,New Haven,,New Haven,CT,POINT (-72.93908900000001 41.302291),41.302291,-72.939089
Sheriden Woods Health Care Center,Nursing Facility,321 Stonecrest Drive,Bristol,,Hartford,CT,POINT (-72.92134 41.681398),41.681398,-72.92134
Apple Rehab Laurel Woods,Nursing Facility,451 North High Street,East Haven,,New Haven,CT,POINT (-72.866922 41.292497),41.292497,-72.866922
The Springs @ Watermark 3030 Park,Nursing Facility,3030 Park Avenue,Bridgeport,,Fairfield,CT,POINT (-73.219717 41.198599),41.198599,-73.219717
St. Mary Home,Nursing Facility,2021 Albany Avenue,West Hartford,,Hartford,CT,POINT (-72.726476 41.786082),41.786082,-72.726476
"New Milford Rehabilitation, LLC",Nursing Facility,30 Park Lane East,New Milford,,Litchfield,CT,POINT (-73.401447 41.59753),41.59753,-73.401447
