Federal Provider Number,CT Credential Number,Level of Care,FACILITY NAME,FACILITY TELEPHONE,ADDRESS,TOWN,COUNTY,STATE,OWNERSHIP TYPE,MEDICARE CERTIFIED,MEDICAID CERTIFIED,Total Licensed Beds,Licensed CCNH Beds,Licensed CCNH Beds Occupied,Licensed RHNS Beds,Licensed RHNS Beds Occupied,CCNH Room Rate: PRIVATE (1 BED),CCNH Room Rate: SEMI-PRIVATE (2 BEDS),CCNH Room Rate: 3 - 4 BEDS,RHNS Room Rate: PRIVATE (1 BED),RHNS Room Rate: SEMI-PRIVATE (2 BEDS),RHNS Room Rate: 3 - 4 BEDS,Total number of patients,<18,18 - 24,25 - 34,35 - 44,45 - 54,55 - 64,65 - 74,75 - 84,85 - 94,95 and older,Unknown age,Male,Female,Unknown gender,Married,Never married,Widowed,Separated,Divorced,Unknown marital status,White,African American,Hispanic or Latino Origin,American Indian or Alaskan Native,Asian or Pacific Islander,Other or Unknown,Medicaid fee-for-service -- CT,Medicaid fee-for-service -- Out of state,Medicaid managed care -- Out of state,Medicaid pending -- CT,Medicaid pending -- Out of state,Medicare fee-for-service (traditional),Medicare managed care,Veterans administration,CCRC -- Life Care,Long-term care insurance --  CT Partnership for Long-Term Care,Long-Term care insurance -- Not CT Partnership,Private insurance (not long-term care),Private pay (no insurance),Unknown Payment Source,Reporting Year,New Georeferenced Column
75017,2442,CCNH,Montowese Health & Rehabilitation Center,(203) 624-3303,163 Quinnipiac Avenue,North Haven,NEW_HAVEN,CT,For Profit,true,true,120,120,118,0,0,520,470,,,,,118,0,0,2,3,12,22,19,20,28,12,0,60,58,0,20,29,38,1,30,0,87,28,0,0,0,3,63,0,0,3,0,30,19,0,0,0,0,0,3,0,2019,POINT (-72.863569 41.346922)
,,CCNH,Cobalt Lodge Health Care and Rehabilitation Center,(860) 267-9034,Post Office Box 246,Cobalt,MIDDLESEX,CT,For Profit,true,true,60,60,52,0,0,360,340,340,,,,52,0,0,0,0,0,3,12,16,15,6,0,20,32,0,5,11,23,0,6,7,51,1,0,0,0,0,35,0,0,1,0,4,0,0,0,0,0,0,12,0,2016,
,,CCNH,Maple View Health and Rehabilitation,(860) 563-2861,856 Maple Street,Rocky Hill,HARTFORD,CT,For Profit,true,true,120,120,107,0,0,434,392,,,,,107,0,0,0,0,0,2,12,32,51,10,0,18,89,0,16,21,60,0,10,0,101,3,2,0,1,0,72,0,0,11,0,10,3,0,0,0,0,0,8,3,2015,POINT (-72.666639 41.673965)
,,CCNH,Talmadge Park Health Care,(203) 469-2316,38 Talmadge Avenue,East Haven,NEW_HAVEN,CT,For Profit,true,true,90,90,84,0,0,375,345,,,,,84,0,0,0,0,0,1,14,25,30,14,0,20,64,0,19,6,47,0,12,0,76,4,2,0,2,0,61,0,0,3,0,8,5,0,0,0,0,0,5,2,2014,POINT (-72.86361 41.263459)
,,CCNH,Skyview Rehab and Nursing,(203) 265-0981,35 Marc Drive,Wallingford,NEW_HAVEN,CT,For Profit,true,true,97,97,89,0,0,403,388,,,,,89,0,0,0,1,4,8,17,17,30,12,0,31,58,0,21,17,32,3,16,0,80,5,4,0,0,0,70,0,0,0,0,5,0,0,0,1,0,4,6,3,2015,POINT (-72.846279 41.453355)
75314,2290,CCNH,"Bidwell Care Center, LLC of Manchester, CT d/b/a/ Touchpoints at Manchester",(860) 533-3086,333 Bidwell Street,Manchester,HARTFORD,CT,For Profit,true,true,131,131,118,0,0,501,483,451,,,,118,0,0,1,2,11,39,42,17,5,1,0,56,62,0,14,70,7,1,26,0,87,23,5,1,2,0,102,0,0,4,0,4,5,2,0,0,0,0,0,1,2019,POINT (-72.545849 41.759594)
,,CCNH,Wadsworth Glen Health Care and Rehabilitation,(860) 346-9299,30 Boston Road,Middletown,MIDDLESEX,CT,For Profit,true,true,102,102,99,0,0,457,439,427,,,,99,0,0,0,0,2,3,12,24,39,19,0,20,79,0,16,9,56,0,18,0,86,11,2,0,0,0,71,0,0,1,0,8,6,0,0,0,0,2,6,5,2013,POINT (-72.676519 41.554164)
75341,2309,CCNH,Pendleton Health and Rehabilitation Center,(860) 572-1700,44 Maritime Drive,Mystic,NEW_LONDON,CT,For Profit,true,true,120,120,97,0,0,450,390,,,,,97,0,0,2,2,2,20,27,23,17,4,0,48,49,0,25,24,33,0,15,0,86,7,0,0,4,0,43,0,0,22,0,10,1,8,0,0,0,6,7,0,2019,POINT (-71.950839 41.369335)
,,CCNH,Birmingham Health Center,(203) 735-7401,210 Chatfield Street,Derby,NEW_HAVEN,CT,For Profit,true,true,120,120,116,0,0,455,410,,,,,116,0,0,0,4,8,17,24,33,26,4,0,53,63,0,18,33,34,2,29,0,93,16,6,1,0,0,88,0,0,8,0,6,6,5,0,0,0,0,3,0,2017,POINT (-73.09526 41.33828)
,,CCNH,Beechwood Rehabilitation & Nursing Center,(860) 442-4363,31 Vauxhall Street,New London,NEW_LONDON,CT,For Profit,true,true,60,60,56,0,0,356,324,,,,,56,0,0,0,0,2,8,6,6,27,7,0,18,38,0,13,10,28,1,4,0,45,8,1,0,2,0,22,0,0,2,0,11,1,0,0,0,0,4,9,7,2014,POINT (-72.104438 41.361035)
,,CCNH,Aaron Manor Nursing and Rehabilitation Center,(860) 526-5316,3 South Wig Hill Road,Chester,MIDDLESEX,CT,For Profit,true,true,60,60,56,0,0,383,354,,,,,56,0,0,0,0,1,0,3,11,37,4,0,12,44,0,14,7,30,0,5,0,55,1,0,0,0,0,23,0,0,4,0,9,0,0,0,0,0,1,19,0,2013,POINT (-72.474826 41.400691)
,,CCNH,Candlewood Valley Health & Rehabilitation Center,(860) 355-0971,30 Park Lane east,New Milford,LITCHFIELD,CT,For Profit,true,true,148,148,139,0,0,,420,,,,,139,0,0,0,0,0,3,13,42,67,14,0,36,103,0,20,8,85,0,26,0,136,1,2,0,0,0,92,0,0,1,0,26,2,0,0,0,0,3,15,0,2014,POINT (-73.401447 41.59753)
,,CCNH,"St. Joseph's Living Center, Inc.",(860) 456-1107,14 Club Road,Windham,WINDHAM,CT,Non-profit,true,true,120,120,101,0,0,445,415,,,,,101,0,0,0,0,0,1,8,23,46,23,0,23,78,0,21,4,62,2,12,0,101,0,0,0,0,0,58,0,0,3,0,17,4,0,0,0,0,2,17,0,2015,POINT (-72.187138 41.715224)
,,CCNH,The Summit at Plantsville,(860) 628-0364,261 Summit Street,Plantsville,HARTFORD,CT,For Profit,true,true,150,150,149,0,0,505,483,,,,,149,0,0,0,0,5,15,22,35,56,16,0,50,99,0,35,16,77,1,20,0,142,2,5,0,0,0,116,0,0,0,0,11,3,7,0,0,0,0,12,0,2017,POINT (-72.89307 41.591965)
,,CCNH,Ingraham Manor of Bristol Hospital,(860) 584-3400,400 North Main Street,Bristol,HARTFORD,CT,Non-profit,true,true,128,128,117,0,0,433,419,415,,,,117,0,0,0,0,0,6,10,35,52,14,0,34,83,0,19,22,64,1,11,0,112,2,3,0,0,0,91,0,0,2,0,11,3,0,0,0,0,0,10,0,2016,POINT (-72.947179 41.67921400000001)
,,CCNH,Kimberly Hall North,(860) 688-6443,1 Emerson Drive,Windsor,HARTFORD,CT,For Profit,true,true,150,150,138,0,0,338,313,,,,,138,0,0,0,0,0,5,12,42,70,9,0,36,102,0,29,15,77,0,17,0,104,29,5,0,0,0,103,0,0,7,0,11,2,0,0,0,2,0,13,0,2013,POINT (-72.666767 41.837832)
,,CCNH,Meridian Manor Corporation,(203) 757-1228,1132 Meriden Road,Waterbury,NEW_HAVEN,CT,For Profit,true,true,94,94,66,0,0,295,265,,,,,66,0,0,0,0,4,14,16,8,17,7,0,28,38,0,14,21,20,0,11,0,44,10,9,0,2,1,53,0,0,4,0,6,1,0,0,0,0,0,2,0,2016,POINT (-72.981851 41.552609)
,,CCNH,Edgehill,(203) 595-2400,122 Palmers Hill Road,Stamford,FAIRFIELD,CT,For Profit,true,false,46,46,30,0,0,617,571,,,,,30,0,0,0,0,0,0,3,11,14,2,0,12,18,0,8,3,19,0,0,0,30,0,0,0,0,0,0,0,0,0,0,21,0,0,5,0,0,0,4,0,2016,POINT (-73.565584 41.059385)
,,CCNH,"Kettle Brook Care Center, dba Fresh River Healthcare",(860) 623-9846,96 Prospect Hill Road,East Windsor,HARTFORD,CT,For Profit,true,true,140,140,136,0,0,457,428,,,,,136,0,0,2,2,10,35,45,26,14,2,0,68,68,0,14,66,20,2,34,0,99,25,12,0,0,0,128,0,0,2,0,4,0,0,0,0,0,0,2,0,2016,POINT (-72.606229 41.925372)
,,CCNH,Andrew House Health Care,(860) 225-8608,66 Clinic Drive,New Britain,HARTFORD,CT,For Profit,true,true,90,90,87,0,0,440,400,,,,,87,0,0,0,0,6,8,16,21,32,4,0,29,58,0,13,13,44,2,15,0,66,11,10,0,0,0,60,0,0,4,0,9,2,0,0,0,0,3,6,3,2014,POINT (-72.786309 41.648365)
,,CCNH,Cheshire Regional Rehab Center,(203) 272-7285,745 Highland Avenue,Cheshire,NEW_HAVEN,CT,For Profit,true,true,120,120,106,0,0,511.49,449.45,,,,,106,0,0,1,0,7,14,24,26,25,9,0,43,63,0,18,30,40,0,18,0,69,5,1,0,0,31,85,0,0,6,0,5,0,0,0,0,6,0,4,0,2017,POINT (-72.897694 41.518026)
,,CCNH,"Hebrew Home and Hospital, Inc.",(860) 523-3800,One Abrahms Boulevard,West Hartford,HARTFORD,CT,Non-profit,true,true,277,277,255,0,0,430,405,,,,,255,0,0,0,0,2,6,26,58,123,40,0,66,189,0,54,36,133,3,29,0,183,27,6,1,2,36,183,0,0,2,0,22,3,9,0,0,0,0,36,0,2014,
,,CCNH,West Hartford Health and Rehabilitation Center,(860) 521-8700,130 Loomis Drive,West Hartford,HARTFORD,CT,For Profit,true,true,160,160,153,0,0,450,393,,,,,153,0,0,0,0,4,16,29,45,52,7,0,51,102,0,37,32,57,4,23,0,91,39,18,0,3,2,111,0,0,4,0,18,5,0,0,0,0,3,9,3,2013,POINT (-72.73995 41.76687)
,,CCNH,Village Green of Wallingford Rehabilitation and Health Center,(203) 265-6771,55 Kondracki Lane,Wallingford,NEW_HAVEN,CT,For Profit,true,true,180,180,135,0,0,414,391,,,,,135,0,0,0,2,5,21,35,27,35,10,0,51,84,0,20,37,43,0,35,0,120,12,2,0,1,0,89,1,0,9,0,20,10,1,0,0,0,0,5,0,2013,POINT (-72.811781 41.435947)
,,CCNH,Bride Brook Health and Rehabilitation Center,(860) 739-4007,23 Liberty Way,Niantic,NEW_LONDON,CT,For Profit,true,true,130,130,121,0,0,429,378,,,,,121,0,0,0,0,5,4,22,22,50,18,0,45,76,0,28,17,57,2,17,0,114,6,0,0,0,1,65,0,0,7,0,27,7,6,0,0,0,0,9,0,2016,POINT (-72.24337 41.320823)
,,CCNH,"Colonial Health and Rehab Center of Plainfield, LLC",(860) 564-4081,16 Windsor Avenue,Plainfield,WINDHAM,CT,For Profit,true,true,90,90,87,0,0,350,325,,,,,87,0,0,0,1,1,5,14,24,32,10,0,16,71,0,13,8,52,0,14,0,86,1,0,0,0,0,61,0,0,2,0,16,0,0,0,0,0,0,8,0,2015,POINT (-71.918016 41.681773)
,,CCNH,Autumn Lake Healthcare at Bucks Hill,(203) 757-0731,2817 North Main Street,Waterbury,NEW_HAVEN,CT,For Profit,true,true,90,90,83,0,0,380,350,,,,,83,0,0,0,0,1,6,16,24,33,3,0,33,50,0,18,16,36,2,11,0,63,5,15,0,0,0,64,0,0,0,0,11,3,0,0,0,0,0,3,2,2015,POINT (-73.02705 41.592653)
,,CCNH,"Leeway, Inc.",(203) 865-0068,40 Albert Street,New Haven,NEW_HAVEN,CT,Non-profit,true,true,30,30,29,0,0,450,,,,,,29,0,0,1,4,6,15,3,0,0,0,0,24,5,0,2,20,1,1,5,0,8,15,6,0,0,0,28,0,0,0,0,1,0,0,0,0,0,0,0,0,2015,POINT (-72.89634 41.326544)
,,CCNH,"Rose Haven, Ltd.",(860) 567-9475,"33 North Street,  P.O. Box 157",Litchfield,LITCHFIELD,CT,For Profit,true,true,25,25,16,0,0,441,428,386,,,,16,0,0,0,0,0,1,1,2,9,3,0,4,12,0,3,3,10,0,0,0,16,0,0,0,0,0,7,0,0,1,0,5,0,0,0,0,0,0,3,0,2016,POINT (-72.718334 41.497878)
,,CCNH,St. Camillus Center,(203) 325-0200,494 Elm Street,Stamford,FAIRFIELD,CT,For Profit,true,true,124,124,93,0,0,537,482,,,,,93,0,0,1,1,4,14,7,30,29,7,0,41,52,0,16,39,23,2,13,0,43,30,17,0,1,2,71,0,0,11,0,5,3,0,0,0,0,0,3,0,2017,POINT (-73.526723 41.049972)
,,CCNH,Autumn Lake Healthcare at Norwalk,(203) 842-5700,34 Midrocks Road,Norwalk,FAIRFIELD,CT,For Profit,true,true,150,150,144,0,0,435,390,,,,,144,0,0,0,2,1,18,18,32,58,15,0,52,92,0,28,33,49,2,32,0,113,19,4,0,0,8,98,0,0,11,0,24,0,0,0,0,0,0,11,0,2016,POINT (-73.415254 41.142315)
,,CCNH,The Bradley Home,(203) 235-5716,320 Colony Street,Meriden,NEW_HAVEN,CT,Non-profit,true,true,30,30,25,0,0,390,390,,,,,25,0,0,0,0,0,0,0,6,14,5,0,2,23,0,0,1,18,0,6,0,25,0,0,0,0,0,17,0,0,2,0,3,0,0,0,0,0,0,3,0,2017,POINT (-72.795609 41.545942)
,,RHNS,Marshall Lane Manor,(203) 734-3393,101 Marshall Lane,Derby,NEW_HAVEN,CT,For Profit,true,true,120,0,0,120,104,,,,215,195,190,104,0,0,0,0,2,0,14,32,46,10,0,80,24,0,4,27,57,1,15,0,98,2,3,1,0,0,90,0,0,3,0,0,0,0,0,0,0,0,10,1,2014,POINT (-73.051417 41.317687)
,,CCNH,Abbott Terrace Health Center,(203) 755-4870,44 Abbott Terrace,Waterbury,NEW_HAVEN,CT,For Profit,true,true,205,205,189,0,0,488,468,,,,,189,0,0,1,0,5,21,45,56,44,17,0,68,121,0,33,44,74,36,2,0,112,50,25,0,1,1,153,0,0,7,0,18,4,0,0,0,0,2,5,0,2014,POINT (-73.038022 41.556464)
75440,2430,CCNH,The Springs @ Watermark 3030 Park,(203) 373-6160,3030 Park Avenue,Bridgeport,FAIRFIELD,CT,For Profit,true,false,23,23,16,0,0,550,,,,,,16,0,0,0,0,0,1,0,2,10,3,0,3,13,0,5,1,9,0,1,0,16,0,0,0,0,0,0,0,0,0,0,4,3,0,1,0,0,0,8,0,2019,POINT (-73.219717 41.198599)
,,CCNH,"Wolcott Hall Nursing Center, Inc.",(860) 482-8554,215 Forest Street,Torrington,LITCHFIELD,CT,For Profit,true,true,87,87,51,0,0,295,295,295,,,,51,0,0,0,0,1,4,7,16,20,3,0,18,33,0,13,8,25,0,5,0,49,1,1,0,0,0,35,0,0,6,0,3,2,0,0,0,0,0,5,0,2018,POINT (-73.128142 41.80896)
,,CCNH,Countryside Manor of Bristol,(860) 583-8483,1660 Stafford Avenue,Bristol,HARTFORD,CT,For Profit,true,true,90,90,84,0,0,422,401,,,,,84,0,0,0,0,2,1,12,24,33,12,0,21,63,0,25,10,41,0,8,0,83,0,1,0,0,0,55,0,0,7,0,7,1,0,0,0,0,0,14,0,2013,POINT (-72.91463 41.721245)
,,CCNH,Middlesex Health Care Center,(860) 344-0353,100 Randolph Road,Middletown,MIDDLESEX,CT,For Profit,true,true,150,150,140,0,0,564,534,,,,,140,0,0,0,3,4,24,25,40,35,9,0,66,74,0,25,39,43,0,33,0,126,12,2,0,0,0,94,0,0,14,0,7,8,14,0,0,0,0,3,0,2018,POINT (-72.616498 41.534852)
,,CCNH,Cheshire House,(203) 754-2161,3396 East Main Street,Waterbury,NEW_HAVEN,CT,For Profit,true,true,75,75,72,0,0,415,379,,,,,72,0,0,0,0,0,3,8,17,33,11,0,19,53,0,22,10,34,0,6,0,65,4,3,0,0,0,33,0,0,4,0,15,4,0,0,0,0,2,14,0,2017,POINT (-72.977713 41.544185)
,,CCNH,"New Milford Rehabilitation, LLC",(860) 355-0971,30 Park Lane East,New Milford,LITCHFIELD,CT,For Profit,true,true,148,148,130,0,0,,450,,,,,130,0,0,0,0,1,7,15,33,53,21,0,34,96,0,24,5,82,2,17,0,128,1,0,0,0,1,91,0,0,2,0,17,3,0,0,0,0,4,13,0,2016,POINT (-73.401447 41.59753)
,,CCNH,Evergreen Health Care Center,(860) 684-6341,205 Chestnut Hill Road,Stafford Springs,TOLLAND,CT,Non-profit,true,true,180,180,146,0,0,402,390,,,,,146,0,0,0,0,5,4,14,44,68,11,0,31,115,0,36,16,80,0,14,0,144,1,1,0,0,0,80,0,0,7,0,22,10,0,0,0,0,2,14,11,2013,
,,CCNH,Arden House,(203) 281-3500,850 Mix Avenue,Hamden,NEW_HAVEN,CT,For Profit,true,true,360,360,301,0,0,440,435,,,,,301,0,0,0,1,12,36,55,83,98,16,0,106,195,0,41,77,128,1,54,0,169,103,25,1,1,2,251,0,0,8,0,15,2,0,0,0,0,3,11,11,2015,POINT (-72.920536 41.375964)
,,RHNS,"Mattatuck Health Care Facility, Inc.",(203) 573-9924,9 Cliff Street,Waterbury,NEW_HAVEN,CT,For Profit,true,true,43,0,0,43,41,,,,175,170,165,41,0,0,0,0,3,15,8,12,1,2,0,18,23,0,2,20,8,0,11,0,36,3,2,0,0,0,36,0,0,0,0,0,0,4,0,0,0,0,1,0,2013,POINT (-73.045851 41.560756)
75117,564C,CCNH,The Nathaniel Witherell,(203) 618-4200,70 Parsonage Road,Greenwich,FAIRFIELD,CT,Non-profit,true,true,202,202,185,0,0,591,571,,,,,185,0,0,0,0,2,9,19,36,90,29,0,37,148,0,45,33,81,0,25,1,139,14,10,0,12,10,111,0,0,10,0,23,10,0,0,0,0,0,31,0,2019,POINT (-73.624382 41.059487)
,,CCNH,Orange Healthcare Rehabilitation Center,(203) 795-0835,225 Boston Post Road,Orange,NEW_HAVEN,CT,For Profit,true,true,60,60,58,0,0,416,375,,,,,58,0,0,0,1,3,2,7,16,23,6,0,14,44,0,5,12,28,2,11,0,45,9,2,0,2,0,48,0,0,3,0,1,1,0,0,0,0,0,5,0,2016,POINT (-72.998279 41.269422)
,,CCNH,The Pines at Bristol Center for Nursing and Rehabilitation,(860) 589-1682,61 Bellevue Avenue,Bristol,HARTFORD,CT,For Profit,true,true,132,132,130,0,0,380,352,,,,,130,0,0,0,2,4,8,14,34,54,14,0,41,89,0,19,15,76,0,20,0,127,0,3,0,0,0,77,0,0,11,0,16,7,0,0,1,0,0,12,6,2013,POINT (-72.940458 41.675186)
,,CCNH,Apple Rehab Shelton Lakes,(203) 924-2635,5 Lake Road,Shelton,FAIRFIELD,CT,For Profit,true,true,109,109,88,0,0,443,403,,,,,88,0,0,0,0,2,3,12,19,33,19,0,26,62,0,14,14,49,0,11,0,81,4,2,0,0,1,74,0,0,3,0,5,0,0,0,0,0,0,6,0,2017,POINT (-73.115165 41.313756)
,,CCNH,Wadsworth Glen Health Care Center,(860) 346-9299,30 Boston Road,Middletown,MIDDLESEX,CT,For Profit,true,true,102,102,99,0,0,562,544,532,,,,99,0,0,0,1,4,8,8,25,45,8,0,31,68,0,19,20,46,0,14,0,82,12,2,0,0,3,74,0,0,9,0,5,4,0,0,0,0,2,5,0,2018,POINT (-72.676519 41.554164)
75201,2422,CCNH,RegalCare at West Haven,(203) 654-2100,310 Terrace Avenue,West Haven,NEW_HAVEN,CT,For Profit,true,true,98,98,93,0,0,422,380,,,,,93,0,0,0,2,5,23,26,24,13,0,0,49,44,0,15,29,22,1,26,0,56,29,8,0,0,0,70,0,0,6,0,10,4,0,0,0,0,0,3,0,2019,POINT (-72.969025 41.283035)
,,CCNH/RHNS,Crestfield Rehabilitation Center and Fenwood Manor,(860) 643-5151,565 Vernon Street,Manchester,HARTFORD,CT,For Profit,true,true,155,95,82,60,33,475,350,,380,320,,115,0,0,0,1,2,8,14,25,51,14,0,37,78,0,9,2,78,0,26,0,109,3,3,0,0,0,66,0,0,4,0,20,10,0,0,0,1,2,12,0,2016,POINT (-72.490893 41.803114)
,,CCNH,Apple Rehab Uncasville,(860) 848-8466,5 Richard Brown Drive,Uncasville,NEW_LONDON,CT,For Profit,true,true,130,130,115,0,0,432,410,,,,,115,0,0,0,1,1,7,23,29,46,8,0,26,89,0,16,27,56,0,16,0,101,6,5,0,3,0,94,0,0,4,0,8,1,0,0,0,0,1,4,3,2016,POINT (-72.112266 41.49273)
,,CCNH,"Orchard Grove Specialty Care Center, LLC",(860) 848-8466,5 Richard Brown Drive,Uncasville,NEW_LONDON,CT,For Profit,true,true,130,130,120,0,0,432,410,,,,,120,0,0,0,0,1,13,24,31,34,17,0,28,92,0,22,20,63,1,14,0,111,5,3,0,1,0,92,0,0,2,0,13,3,0,0,0,0,0,8,2,2014,POINT (-72.112266 41.49273)
,,CCNH,Jerome Home,(860) 356-8218,975 Corbin Avenue,New Britain,HARTFORD,CT,Non-profit,true,true,94,94,87,0,0,510,490,,,,,87,0,0,0,1,0,2,8,15,40,21,0,19,68,0,18,15,48,0,6,0,72,1,0,0,0,14,41,0,0,2,0,6,7,0,0,0,0,3,28,0,2018,POINT (-72.80429 41.662211)
,,CCNH,Newtown Rehabilitation and Health Care Center,(203) 426-5847,139 Toddy Hill Road,Newtown,FAIRFIELD,CT,For Profit,true,true,154,154,123,0,0,467,411,,,,,123,0,0,0,0,0,3,17,41,50,12,0,34,89,0,33,14,64,0,12,0,121,1,0,0,0,1,88,0,0,4,0,16,2,0,0,0,0,1,12,0,2015,POINT (-73.258982 41.382079)
75377,2404,CCNH,West River Rehabilitation Center,(203) 876-5123,245 Orange Avenue,Milford,NEW_HAVEN,CT,For Profit,true,true,120,120,114,0,0,592.4,520.63,,,,,114,0,0,0,0,2,5,15,33,47,12,0,31,83,0,23,15,55,2,19,0,90,6,1,0,1,16,74,0,0,9,0,16,5,0,0,1,0,0,9,0,2019,POINT (-73.050224 41.237712)
75367,2342,CCNH/RHNS,Meadowbrook of Granby,(860) 653-9888,350 Salmon Brook Street,Granby,HARTFORD,CT,For Profit,true,true,90,80,78,10,9,593,578,,565,551,,87,0,0,0,0,1,7,9,21,36,13,0,19,68,0,19,9,44,0,15,0,83,3,0,0,1,0,60,0,0,8,0,9,4,0,0,1,0,1,4,0,2019,POINT (-72.790996 41.964404)
,,CCNH,Avon Health Center,(860) 673-2521,652 West Avon Road,Avon,HARTFORD,CT,For Profit,true,true,120,120,110,0,0,465,447,,,,,110,0,0,0,0,2,1,10,26,58,13,0,34,76,0,27,11,58,0,14,0,103,3,1,0,3,0,75,0,0,5,0,8,4,0,0,0,0,1,17,0,2018,POINT (-72.861534 41.773418)
,,CCNH,West River Rehabilitation Center,(203) 876-5123,245 Orange Avenue,Milford,NEW_HAVEN,CT,For Profit,true,true,120,120,110,0,0,495,435,,,,,110,0,0,0,2,4,10,13,36,34,11,0,34,76,0,19,21,54,0,16,0,105,3,1,0,1,0,77,0,0,4,0,20,1,0,0,0,0,1,6,1,2015,POINT (-73.050224 41.237712)
,,RHNS,"Mattatuck Health Care Facility, Inc.",(203) 573-9924,9 Cliff Street,Waterbury,NEW_HAVEN,CT,For Profit,true,true,43,0,0,43,40,,,,175,170,165,40,0,0,0,0,3,16,12,5,4,0,0,17,23,0,1,21,7,2,9,0,35,3,2,0,0,0,37,0,0,0,0,1,0,1,0,0,0,0,1,0,2015,POINT (-73.045851 41.560756)
,,CCNH,Waveny Care Center,(203) 594-5200,3 Farm Road,New Canaan,FAIRFIELD,CT,Non-profit,true,true,76,76,69,0,0,597,550,,,,,69,0,0,0,0,0,1,3,16,35,14,0,13,56,0,14,6,40,0,9,0,66,2,1,0,0,0,37,0,0,1,0,16,2,0,0,0,0,0,13,0,2018,POINT (-73.493667 41.128529)
,,CCNH,Lutheran Home of Southbury,(203) 264-9135,990 Main Street North,Southbury,NEW_HAVEN,CT,Non-profit,true,true,120,120,109,0,0,430,400,370,,,,109,0,0,0,0,0,2,7,20,61,19,0,20,89,0,15,9,77,0,8,0,107,1,1,0,0,0,93,0,0,3,0,4,1,0,0,0,0,0,8,0,2014,POINT (-73.21103 41.504094)
,,CCNH,Fairview,(860) 445-7478,235 Lestertown Road,Groton,NEW_LONDON,CT,Non-profit,true,true,120,120,111,0,0,395,353,,,,,111,0,0,0,0,1,3,11,29,57,10,0,25,86,0,21,7,73,0,10,0,108,2,1,0,0,0,61,0,0,5,0,5,4,0,0,0,0,0,36,0,2018,POINT (-72.083057 41.372077)
75135,119C,CCNH,Masonicare Health Center,(203) 679-5900,22 Masonic Avenue,Wallingford,NEW_HAVEN,CT,Non-profit,true,true,357,357,330,0,0,564,497,468,,,,330,0,0,0,0,5,13,37,79,140,56,0,93,237,0,87,31,173,0,39,0,315,10,4,0,1,0,227,0,0,0,0,19,21,0,0,0,0,0,63,0,2019,POINT (-72.836586 41.460698)
,,CCNH,Jewish Senior Services,(203) 365-6400,4200 Park Avenue,Bridgeport,FAIRFIELD,CT,Non-profit,true,true,294,294,286,0,0,510,,,,,,286,0,0,0,0,0,1,15,64,146,60,0,67,219,0,49,26,175,2,34,0,283,3,0,0,0,0,210,0,0,1,0,44,5,2,0,0,0,0,24,0,2016,POINT (-73.23149 41.212038)
,,CCNH,Apple Rehab Cromwell,(860) 635-1010,156 Berlin Road,Cromwell,MIDDLESEX,CT,For Profit,true,true,85,85,69,0,0,456,410,,,,,69,0,0,0,0,2,5,4,19,29,10,0,12,57,0,11,10,41,0,7,0,62,3,1,0,3,0,45,0,0,2,0,9,8,0,0,0,0,0,5,0,2017,POINT (-72.712975 41.607341000000005)
,,CCNH,Twin Maples Health Care Facility,(860) 349-1041,"809 R New Haven Road,  P.O. Box 423",Durham,MIDDLESEX,CT,For Profit,true,true,44,44,42,0,0,0,300,,,,,42,0,0,0,0,3,6,7,10,14,2,0,7,35,0,2,11,17,0,12,0,40,2,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,8,0,2015,POINT (-72.720881 41.436968)
75096,494C,CCNH,"Grove Manor Nursing Home, Inc.",(203) 753-7205,145 Grove Street,Waterbury,NEW_HAVEN,CT,For Profit,true,true,60,60,47,0,0,370,325,325,,,,47,0,0,0,0,1,11,19,15,0,1,0,19,28,0,6,22,7,2,10,0,26,7,14,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,POINT (-73.04124700000001 41.559964)
,,CCNH,Apple Rehab Laurel Woods,(203) 466-6850,451 North High Street,East Haven,NEW_HAVEN,CT,For Profit,true,true,120,120,112,0,0,475,435,,,,,112,0,0,1,1,1,7,11,31,46,14,0,28,84,0,19,23,58,0,12,0,104,4,3,0,0,1,72,0,0,4,0,23,11,0,0,0,0,0,1,1,2013,POINT (-72.866922 41.292497)
,,CCNH,Cherry Brook Health Care Center,(860) 693-7777,102 Dyer Avenue,Canton,HARTFORD,CT,Non-profit,true,true,100,100,98,0,0,496,484,,,,,98,0,0,0,0,4,4,12,22,44,12,0,32,66,0,21,14,53,0,10,0,94,1,3,0,0,0,66,0,0,2,0,11,1,0,0,0,0,0,18,0,2016,POINT (-72.919257 41.83171500000001)
,,CCNH,Pendleton Health and Rehabilitation Center,(860) 572-1700,44 Maritime Drive,Mystic,NEW_LONDON,CT,For Profit,true,true,120,120,107,0,0,470,410.5,,,,,107,0,0,1,2,8,17,24,24,26,5,0,50,57,0,29,32,32,1,13,0,99,5,3,0,0,0,55,0,0,18,0,23,0,4,0,0,0,4,3,0,2017,POINT (-71.950839 41.369335)
