FACID,FACILITY_TYPE,LIC#,LICENSED_NAME,ALPHA_NAME,ADDRESS,FAC_ADDR_2,FAC_CITY,FAC_ST,ZIP,CSZ,COUNTY,TELEPHONE,FAXPHONE,FACEMAIL,LIC_EXPIRES,LICENSED_OWNER,OWNADDR,owncsz,OwnDesc,ADMIN,TITLE,RunDate,HospBedTotal
NJ1205,"HOSPITAL-BASED, OFF-SITE AMBULATORY CARE FACILITY",1205,JANE H BOOKER FAMILY HEALTH CENTER,JANE H BOOKER FAMILY HEALTH CENTER,1828 WEST LAKE AVENUE, ,NEPTUNE,NJ,07754,"NEPTUNE, NJ  07754",MONMOUTH,(732) 776-4209,(732) 776-4892,vito.buccellato@hackensackmeridian.org,2/28/2021,HMH HOSPITALS CORPORATION,343 THORNALL STREET 8TH FL,"EDISON, NJ  08837",Non-Profit - Hospital,. KENNETH SABLE,,6/17/2020,
NJ24106,AMBULATORY SURGICAL CENTER,24106,"JASPER AMBULATORY SURGICAL CENTER, L.L.C.","JASPER AMBULATORY SURGICAL CENTER, LLC","74 BRICK BOULEVARD, BUILDING 3, SUITE 121", ,BRICK,NJ,08723,"BRICK, NJ  08723",OCEAN,(732) 262-0700,(732) 262-0400,lhock@cfpcontrol.com,8/31/2020,"JASPER AMBULATORY SURGICAL CENTER, L.L.C.","74 BRICK BOULEVARD, BUILDING 3, SUITE 121","BRICK, NJ  08723",,Dr. GABRIELE JASPER,,6/17/2020,
NJ1336,"HOSPITAL-BASED, OFF-SITE AMBULATORY CARE FACILITY",1336,JCMC ANTENATAL TESTING UNIT,JCMC ANTENATAL TESTING UNIT,377 SKINNER MEMORIAL DRIVE, ,JERSEY CITY,NJ,07302,"JERSEY CITY, NJ  07302",HUDSON,(201) 369-6300,(201) 521-5930,joanne.reich@rwjbh.org,2/28/2021,JERSEY CITY MEDICAL CENTER,355 GRAND STREET,"JERSEY CITY, NJ  07302",Non-Profit - Hospital,. MICHAEL PRILUTSKY,,6/17/2020,
NJ24456,"HOSPITAL-BASED, OFF-SITE AMBULATORY CARE FACILITY",1494,JCMC RADIATION ONCOLOGY ,JCMC RADIATION  ONCOLOGY,631 GRAND STREET, ,JERSEY CITY,NJ,07303,"JERSEY CITY, NJ  07303",HUDSON,(201) 942-3999,(201) 942-3998,dvardaro@sovms.com,2/28/2021,JERSEY CITY MEDICAL CENTER,355 GRAND STREET,"JERSEY CITY, NJ  07302",Non-Profit - Hospital,Mr. DONALD VARDARO,,6/17/2020,
NJ10401,GENERAL ACUTE CARE HOSPITAL,10401,JEFFERSON CHERRY HILL HOSPITAL,JEFFERSON CHERRY HILL HOSPITAL,2201 CHAPEL AVENUE WEST, ,CHERRY HILL,NJ,08002,"CHERRY HILL, NJ  08002",CAMDEN,(856) 488-6802,(856) 566-5277,jw.devine@kennedyhealth.org,12/31/2020,"KENNEDY UNIVERSITY HOSPITAL, INC. CHERRY HILL DIV",2201 CHAPEL AVENUE WEST,"CHERRY HILL, NJ  08002",Non-Profit - Hospital,Mr. JOSEPH DEVINE,,6/17/2020,196
NJ317073,HOME HEALTH AGENCY,22365,JEFFERSON HOME CARE,JEFFERSON HOME CARE,"333 LAUREL OAK ROAD, SUITE D", ,VOORHEES,NJ,08043,"VOORHEES, NJ  08043",CAMDEN,(856) 566-2000,(856) 566-5288,kathleen.flannery@jefferson.edu,10/31/2020,"KENNEDY UNIVERSITY HOSPITAL, INC.",,",   ",,Ms. KATHLEEN FLANNERY,,6/17/2020,
NJ22723,AMBULATORY CARE FACILITY,22723,JEFFERSON OUTPATIENT IMAGING AT MARLTON,JEFFERSON OUTPATIENT IMAGING AT MARLTON,"999 ROUTE 73 NORTH, SUITE 101", ,MARLTON,NJ,08053,"MARLTON, NJ  08053",BURLINGTON,(856) 424-2929,(856) 424-6111,margaret.colarossi@jefferson.edu,12/31/2020,"JEFFERSON UNIVERSITY RADIOLOGY ASSOCIATES, LLC","1020 WALNUT STREET, 6TH FLOOR","PHILADELPHIA, PA  19107",,Ms. MARGARET COLAROSSI,,6/17/2020,
NJ10403,GENERAL ACUTE CARE HOSPITAL,10403,JEFFERSON STRATFORD HOSPITAL,JEFFERSON STRATFORD HOSPITAL,18 EAST LAUREL ROAD, ,STRATFORD,NJ,08084,"STRATFORD, NJ  08084",CAMDEN,(856) 346-7802,(856) 346-6005,jw.devine@kennedyhealth.org,12/31/2020,"KENNEDY UNIVERSITY HOSPITAL, INC.",18 EAST LAUREL ROAD,"STRATFORD, NJ  08084",Non-Profit - Hospital,Mr. JOSEPH DEVINE,,6/17/2020,181
NJ25080,AMBULATORY SURGICAL CENTER,25080,JEFFERSON SURGERY CENTER-CHERRY HILL,JEFFERSON SURGERY CENTER-CHERRY HILL,"2211 CHAPEL AVENUE WEST, SUITE 200", ,CHERRY HILL,NJ,08002,"CHERRY HILL, NJ  08002",CAMDEN,(856) 295-9041,          ,EBARONE@JEFFERSONSURGCTRCHERRYHILL.COM,2/28/2021,"KENNEDY CHERRY HILL SURGICAL CENTER, LLC",2211 CHAPEL AVENUE WEST,"CHERRY HILL, NJ  08002",Profit - LLC,Ms. EILEEN BARONE,,6/17/2020,
NJ10802-1,GENERAL ACUTE CARE HOSPITAL,10802,JEFFERSON WASHINGTON TOWNSHIP HOSPITAL,JEFFERSON WASHINGTON TOWNSHIP HOSPITAL,435 HURFFVILLE CROSS KEYS ROAD, , TURNERSVILLE,NJ,08012," TURNERSVILLE, NJ  08012",GLOUCESTER,(856) 582-2500,(856) 582-2552,jw.devine@kennedyhealth.org,12/31/2020,"KENNEDY UNIVERSITY HOSPITAL, INC. (WASHINGTON TWP",435 HURFVILLE-CROSSKEYS ROAD,"TURNERSVILLE, NJ  08012",Non-Profit - Hospital,Mr. JOSEPH DEVINE,,6/17/2020,230
NJ24767,AMBULATORY CARE FACILITY,24767,JERSEY ADVANCED MRI & DIAGNOSTIC CENTER,JERSEY ADVANCED MRI & DIAGNOSTIC CENTER,2127 KENNEDY BOULEVARD, ,NORTH BERGEN,NJ,07047,"NORTH BERGEN, NJ  07047",HUDSON,(201) 552-9464,(201) 552-9467,SABDELATYCPA@GMAIL.COM,6/30/2021,JERSEY ADVANCED MRI AND DIAGNOSTIC CENTER,2127 KENNEDY BLVD,"NORTH BERGEN, NJ  07047",Profit - Corporation,Mr. ABDUR REHMAN,,6/17/2020,
NJ23139,AMBULATORY CARE FACILITY,23139,JERSEY ADVANCED MRI AND DIAGNOSTIC CENTER II,JERSEY ADVANCED MRI AND DIAGNOSTIC CENTER II,1 KATHLEEN DRIVE, ,JACKSON,NJ,08527,"JACKSON, NJ  08527",OCEAN,(732) 901-6820,(732) 901-7550,sabdelatycpa@gmail.com,6/30/2021,JERSEY ADVANCED MRI AND DIAGNOSTIC CENTER,2127 KENNEDY BLVD,"NORTH BERGEN, NJ  07047",Profit - Corporation,Mr. ABDUR REHMAN,,6/17/2020,
NJ31C0001090,SURGICAL PRACTICE,R24537,"JERSEY AMBULATORY SURGICAL CENTER, L.L.C.",JERSEY AMBULATORY SURGICAL CENTER,561 CRANBURY ROAD - SUITE D, ,EAST BRUNSWICK,NJ,08816,"EAST BRUNSWICK, NJ  08816",MIDDLESEX,(732) 651-1300,(732) 651-0375,pccnj@nopainusa.com,4/30/2021,JERSEY AMBULATORY CENTER LLC,"561 CRANBURY ROAD, SUITE D","EAST BRUNSWICK, NJ  08816",Profit - LLC,Ms. BRONIA FELDMAN,,6/17/2020,
NJ24478,AMBULATORY CARE FACILITY,24478,JERSEY CITY DIAGNOSTIC CENTER,JERSEY CITY DIAGNOSTIC CENTER,2300 KENNEDY BOULEVARD, ,JERSEY CITY,NJ,07304,"JERSEY CITY, NJ  07304",HUDSON,(201) 432-2100,(201) 432-1900,jcdcenter@hotmail.com,1/31/2019,JERSEY CITY DIAGNOSTIC CENTER,2300 J.F. KENNEDY,"JERSEY CITY, NJ  07304",Profit - Corporation,Mr. SAMY HANNA YOUSSEF,,6/17/2020,
NJ22532,END STAGE RENAL DIALYSIS,22532,JERSEY CITY DIALYSIS,JERSEY CITY DIALYSIS,1310 5TH STREET, ,NORTH BERGEN,NJ,07047,"NORTH BERGEN, NJ  07047",HUDSON,(201) 770-9220,(201) 770-9225,Joseph.Mendoza@davita.com,11/30/2020,"TOTAL RENAL CARE, INC.",2000 16TH STREET,"DENVER, CO  80202",Profit - Corporation,Mr. JOSEPH MENDOZA,,6/17/2020,
NJ24893,END STAGE RENAL DIALYSIS,24893,JERSEY CITY GRAND HOME DIALYSIS,JERSEY CITY GRAND HOME DIALYSIS,422 GRAND STREET, ,JERSEY CITY,NJ,07302,"JERSEY CITY, NJ  07302",HUDSON,(201) 332-6413,(201) 536-8093,steve.garcia@Davita.com,9/30/2020,"PERSHING DIALYSIS, L.L.C.",2000 16TH STREET,"DENVER, CO  8002 ",Profit - LLC,Mr. STEVE GARCIA,,6/17/2020,
NJ10904,GENERAL ACUTE CARE HOSPITAL,10904,JERSEY CITY MEDICAL CENTER,JERSEY CITY MEDICAL CENTER,355 GRAND STREET, ,JERSEY CITY,NJ,07302,"JERSEY CITY, NJ  07302",HUDSON,(201) 915-2000,(201) 915-2002,joanne.reich@rwjbh.org,2/28/2021,JERSEY CITY MEDICAL CENTER,355 GRAND STREET,"JERSEY CITY, NJ  07302",Non-Profit - Hospital,Mr. MICHAEL PRILUTSKY,,6/17/2020,302
NJ1482,"HOSPITAL-BASED, OFF-SITE AMBULATORY CARE FACILITY",1482,JERSEY CITY MEDICAL CENTER AMBULATORY SURGERY CENTER,JERSEY CITY MEDICAL CENTER AMBULATORY SURGERY CTR,"377 JERSEY AVENUE, SUITE 510", ,JERSEY CITY,NJ,07302,"JERSEY CITY, NJ  07302",HUDSON,(201) 878-3200,(201) 221-8253,joanne.reich@rwjbh.org,2/28/2021,JERSEY CITY MEDICAL CENTER,355 GRAND STREET,"JERSEY CITY, NJ  07302",Non-Profit - Hospital,. MICHAEL PRILUTSKY,,6/17/2020,
NJ1124,"HOSPITAL-BASED, OFF-SITE AMBULATORY CARE FACILITY",1124,JERSEY CITY MEDICAL CENTER AT GREENVILLE,JERSEY CITY MEDICAL CENTER AT GREENVILLE,"1825 KENNEDY BLVD, GREENVILLE MED ARTS COMPLEX", ,JERSEY CITY,NJ,07304,"JERSEY CITY, NJ  07304",HUDSON,(201) 946-6460,(201) 946-6489,JOANNE.REICH@RWJBH.ORG,2/28/2021,JERSEY CITY MEDICAL CENTER,355 GRAND STREET,"JERSEY CITY, NJ  07302",Non-Profit - Hospital,. MICHAEL PRILUTSKY,,6/17/2020,
NJ1491,"HOSPITAL-BASED, OFF-SITE AMBULATORY CARE FACILITY",1491,JERSEY CITY MEDICAL CENTER SLEEP CENTER,JERSEY CITY MEDICAL CENTER SLEEP CENTER,333 GRAND STREET, ,JERSEY CITY,NJ,07302,"JERSEY CITY, NJ  07302",HUDSON,(201) 915-2000,          ,,2/28/2021,JERSEY CITY MEDICAL CENTER,355 GRAND STREET,"JERSEY CITY, NJ  07302",Non-Profit - Hospital,Mr. MICHAEL PRILUTSKY,,6/17/2020,
NJ1486,"HOSPITAL-BASED, OFF-SITE AMBULATORY CARE FACILITY",1486,JERSEY CITY MEDICAL CENTER SPECIALITY CARE CENTER,JERSEY CITY MEDICAL CENTER SPECIALITY CARE CENTER,"414 GRAND STREET, SUITE 14", ,JERSEY CITY,NJ,07302,"JERSEY CITY, NJ  07302",HUDSON,(201) 915-2000,(201) 915-2029,joanne.reich@rwjbh.org,2/28/2021,JERSEY CITY MEDICAL CENTER,355 GRAND STREET,"JERSEY CITY, NJ  07302",Non-Profit - Hospital,Mr.. MICHAEL PRITUTSKY,,6/17/2020,
NJ1121,"HOSPITAL-BASED, OFF-SITE AMBULATORY CARE FACILITY",1121,JERSEY CITY MEDICAL CENTER-AMBULATORY CARE CENTER,JERSEY CITY MEDICAL CENTER - AMBULATORY CARE CNTR,395 GRAND STREET, ,JERSEY CITY,NJ,07302,"JERSEY CITY, NJ  07302",HUDSON,(201) 521-5922,(201) 915-2002,JOANNE.REICH@RWJBH.ORG,2/28/2021,JERSEY CITY MEDICAL CENTER,355 GRAND STREET,"JERSEY CITY, NJ  07302",Non-Profit - Hospital,. MICHAEL PRILUTSKY,,6/17/2020,
NJ1122,"HOSPITAL-BASED, OFF-SITE AMBULATORY CARE FACILITY",1122,JERSEY CITY MEDICAL CENTER-JERSEY CITY FAMILY HEALTH CENTER,JERSEY CITY MEDICAL CENTER FAMILY HEALTH CENTER,418 SUMMIT AVENUE, ,JERSEY CITY,NJ,07306,"JERSEY CITY, NJ  07306",HUDSON,(201) 432-4600,(201) 985-0529,JOANNE.REICH@RWJBH.ORG,2/28/2021,JERSEY CITY MEDICAL CENTER,355 GRAND STREET,"JERSEY CITY, NJ  07302",Non-Profit - Hospital,. MICHAEL PRILUTSKY,,6/17/2020,
NJ1464,"HOSPITAL-BASED, OFF-SITE AMBULATORY CARE FACILITY",1464,JERSEY CITY MEDICAL SATELLITE EMERGENCY DEPARTMENT,JERSEY CITY MEDICAL SATELLITE EMERGENCY DEPARTMENT,"519 BROADWAY, SUITE 100", ,BAYONNE,NJ,07002,"BAYONNE, NJ  07002",HUDSON,(201) 915-2000,(201) 915-2029,joanne.reich@rwjbh.org,2/28/2021,JERSEY CITY MEDICAL CENTER,355 GRAND STREET,"JERSEY CITY, NJ  07302",Non-Profit - Hospital,. MICHAEL PRILUTSKY,,6/17/2020,
NJ24980,END STAGE RENAL DIALYSIS,24980,JERSEY CITY SUMMIT DIALYSIS,JERSEY CITY SUMMIT DIALYSIS,414 SUMMIT AVENUE, ,JERSEY CITY,NJ,07306,"JERSEY CITY, NJ  07306",HUDSON,(201) 420-8431,(201) 459-0967,steve.garcia@davita.com,11/30/2020,"HAWN DIALYSIS, L.L.C.",2000 16TH STREET,"DENVER, NJ  80202",,Mr. STEVE GARCIA,,6/17/2020,
NJ31C0001151,AMBULATORY SURGICAL CENTER,22962,JERSEY SHORE AMBULATORY SURGERY CENTER,JERSEY SHORE AMBULATORY SURGERY CENTER,"405 BETHEL ROAD, BLDG B", ,SOMERS POINT,NJ,08244,"SOMERS POINT, NJ  08244",ATLANTIC,(609) 601-7601,(609) 601-7910,dsimiriglia@jsasc.com,8/31/2020,"SHORE AMBULATORY SURGICAL CENTER, LLC","405 BETHEL ROAD, BUILDING B","SOMERS POINT, NJ  08244",Profit - LLC,Ms. DONNA SIMIRIGLIA,R.N.,6/17/2020,
NJ24303,AMBULATORY CARE FACILITY,24303,JERSEY SHORE IMAGING LLC,JERSEY SHORE IMAGING LLC,2100 CORLIES AVENUE, ,NEPTUNE,NJ,07753,"NEPTUNE, NJ  07753",MONMOUTH,(732) 988-1234,(732) 988-8769,marcel.pirovano@univrad.com,6/30/2021,JERSEY SHORE IMAGING LLC,2100 CORLIES AVENUE,"NEPTUNE, NJ  0773 ",Profit - LLC,Ms. DANA MARTYN,,6/17/2020,
NJ11303,GENERAL ACUTE CARE HOSPITAL,11303,JERSEY SHORE UNIVERSITY MEDICAL CENTER,JERSEY SHORE UNIVERSITY MEDICAL CENTER,1945 RTE 33, ,NEPTUNE,NJ,07754,"NEPTUNE, NJ  07754",MONMOUTH,(732) 775-5500,(732) 776-4583,vito.buccellato@hackensackmeridian.org,2/28/2021,HMH HOSPITALS CORPORATION,343 THORNALL STREET 8TH FL,"EDISON, NJ  08837",Non-Profit - Hospital,Dr. KENNETH SABLE,,6/17/2020,618
NJ24975,AMBULATORY CARE FACILITY,24975,JEWISH RENAISSANCE FOUNDATION COMMUNITY HEALTH CENTER,JEWISH RENAISSANCE FOUNDATION COMMUNITY HEALTH CEN,1931 OAK TREE ROAD, ,EDISON,NJ,08820,"EDISON, NJ  08820",MIDDLESEX,(732) 324-2114,          ,ERIDANIA.SUERO@JRFNJ.ORG,2/28/2021,JEWISH RENAISSANCE FOUNDATION,149 KEARNY AVENUE,"PERTH AMBOY, NJ  08861",,Ms. ALEXANDRA MANSONET-CROSS,,6/17/2020,
NJ311907,FEDERALLY QUALIFIED HEALTH CENTERS,24415,JEWISH RENAISSANCE MED CENTER AT CENTRAL HIGH SCHOOL,JEWISH RENAISSANCE  MED CTR AT CENTRAL HS,246 18TH AVENUE, ,NEWARK,NJ,07108,"NEWARK, NJ  07108",ESSEX,(973) 679-7709,(732) 324-5765,jrivello@jrrmc.us,4/30/2021,JEWISH RENAISSANCE MEDICAL CENTER,275 HOBART STREET,"PERTH AMBOY, NJ  08861",Non-Profit - Corporation,Mr. MARK ROBERTS,,6/17/2020,
NJ311833,FEDERALLY QUALIFIED HEALTH CENTERS,22864,JEWISH RENAISSANCE MEDICAL CENTER,JEWISH RENAISSANCE MEDICAL CENTER,275 HOBART STREET, ,PERTH AMBOY,NJ,08861,"PERTH AMBOY, NJ  08861",MIDDLESEX,(732) 376-9333,(732) 324-5765,jrivello@jrmc.us,4/30/2021,JEWISH RENAISSANCE MEDICAL CENTER,275 HOBART STREET,"PERTH AMBOY, NJ  08861",Non-Profit - Corporation,Mr. ROBERT BODNAR,,6/17/2020,
NJ311908,FEDERALLY QUALIFIED HEALTH CENTERS,23973,JEWISH RENAISSANCE MEDICAL CENTER,JEWISH RENAISSANCE MED CTR BARRINGER SCHOOL BASED,90 PARKER STREET, ,NEWARK,NJ,07114,"NEWARK, NJ  07114",ESSEX,(973) 679-7709,(732) 324-5765,jrivello@jrmc.us,6/30/2020,JEWISH RENAISSANCE MEDICAL CENTER,275 HOBART STREET,"PERTH AMBOY, NJ  08861",Non-Profit - Corporation,Mr. JOHN O'LEARY,,6/17/2020,
NJ24927,FEDERALLY QUALIFIED HEALTH CENTERS,24927,JEWISH RENAISSANCE MEDICAL CENTER AT 13TH AVE SCHOOL,JEWISH RENAISSANCE MC AT 13TH AVE SCHOOL,359 13TH AVENUE, ,NEWARK,NJ,07103,"NEWARK, NJ  07103",ESSEX,(973) 679-7709,(732) 324-5765,,4/30/2021,JEWISH RENAISSANCE MEDICAL CENTER,275 HOBART STREET,"PERTH AMBOY, NJ  08861",Non-Profit - Corporation,Mr. JOHN O'LEARY,,6/17/2020,
NJ24332,AMBULATORY CARE FACILITY - SATELLITE,24332,JEWISH RENAISSANCE MEDICAL CENTER MOBILE VAN,JEWISH RENAISSANCE MEDICAL CENTER MOBILE VAN,275 HOBART STREET, ,PERTH AMBOY,NJ,08861,"PERTH AMBOY, NJ  08861",MIDDLESEX,(732) 376-9333,(732) 324-5765,JRIVELLO@JRMC.US,4/30/2020,JEWISH RENAISSANCE MEDICAL CENTER,275 HOBART STREET,"PERTH AMBOY, NJ  08861",Non-Profit - Corporation,Mr. JOHN O'LEARY,,6/17/2020,
NJ1297,"HOSPITAL-BASED, OFF-SITE AMBULATORY CARE FACILITY",1297,JFK IMAGING CENTER,JFK IMAGING CENTER,60 JAMES STREET, ,EDISON,NJ,08820,"EDISON, NJ  08820",MIDDLESEX,(732) 321-7000,(732) 549-8532,Amie.thornton@hackensackmeridian.org,4/30/2021,"THE COMMUNITY HOSPITAL GROUP, INC.",65 JAMES STREET,"EDISON, NJ  08818",NonProfit - Corporation,. AMIE THORNTON,,6/17/2020,
NJ22293,COMPREHENSIVE REHABILITATION HOSPITAL,22293,JFK JOHNSON REHABILITATION INSTITUTE,JFK JOHNSON REHABILITATION INSTITUTE,65 JAMES STREET, ,EDISON,NJ,08818,"EDISON, NJ  08818",MIDDLESEX,(732) 321-7051,(732) 549-8532,acuzzola@hackensackmeridian.org,4/30/2021,"THE COMMUNITY HOSPITAL GROUP, INC JFK MEDICAL CTR",65 JAMES STREET,"EDISON, NJ  08820",Non-Profit - Hospital,Mr. ANTHONY CUZZOLA,,6/17/2020,94
NJ1242,"HOSPITAL-BASED, OFF-SITE AMBULATORY CARE FACILITY",1242,JFK MEDICAL CENTER-MUHLENBERG CAMPUS,JFK MEDICAL CENTER-MUHLENBERG CAMPUS,PARK AVENUE AND RANDOLPH ROAD, ,PLAINFIELD,NJ,07061,"PLAINFIELD, NJ  07061",UNION,(732) 321-7000,(732) 549-8532,Todd.Way@hackensackmeridian.org,4/30/2021,"THE COMMUNITY HOSPITAL GROUP, INC JFK MEDICAL CTR",65 JAMES STREET,"EDISON, NJ  08820",Non-Profit - Hospital,. AMIE THORNTON,,6/17/2020,
NJ1293,"HOSPITAL-BASED, OFF-SITE AMBULATORY CARE FACILITY",1293,JOHN THEURER CANCER CENTER AT HUMC,JOHN THEURER CANCER CENTER AT HUMC,92 SECOND STREET, ,HACKENSACK,NJ,07601,"HACKENSACK, NJ  07601",BERGEN,(551) 996-2000,(551) 996-2965,,10/31/2020,HMH HOSPITALS CORPORATION,343 THORNALL STREET 8TH FL,"EDISON, NJ  08837",Non-Profit - Hospital,Mr. MARK SPARTA,,6/17/2020,
NJ25180,HOSPICE CARE BRANCH,25180,JOURNEY HOSPICE,JOURNEY HOSPICE,"459 PASSAIC AVENUE, SUITE 270", ,WEST CALDWELL,NJ,07006,"WEST CALDWELL, NJ  07006",ESSEX,(609) 386-7171,          ,,10/31/2020,"HOSPICE AT LSMNJ, INC.","6712 WASHINGTON AVENUE, SUITE 201","EGG HARBOR TOWNSHIP, NJ  08234",,Ms. DARLENE THURBER,,6/17/2020,
NJ24917,HOSPICE CARE PROGRAM,24917,JOURNEY HOSPICE,JOURNEY HOSPICE,"6712 WASHINGTON AVENUE, SUITE 302 ", ,EGG HARBOR TOWNSHIP,NJ,08234,"EGG HARBOR TOWNSHIP, NJ  08234",ATLANTIC,(609) 380-4302,(609) 380-4305,dthurber@lsmnj.org,6/30/2021,"HOSPICE AT LSMNJ, INC.","6712 WASHINGTON AVENUE, SUITE 201","EGG HARBOR TOWNSHIP, NJ  08234",,Ms. DARLENE THURBER,,6/17/2020,
NJ24775,AMBULATORY CARE FACILITY - SATELLITE,24775,JRMC-SBHC MOBILE VAN,JRMC-SBHC MOBILE VAN,275 HOBART STREET, ,PERTH AMBOY,NJ,08861,"PERTH AMBOY, NJ  08861",MIDDLESEX,(732) 376-9333,(732) 324-5765,JRIVELLO@JRMC.US,5/31/2020,JEWISH RENAISSANCE MEDICAL CENTER,275 HOBART STREET,"PERTH AMBOY, NJ  08861",Non-Profit - Corporation,Mr. JOHN O'LEARY,,6/17/2020,
NJ24864,HOSPICE CARE BRANCH,24864,KAREN ANN QUINLAN HOME FOR HOSPICE,KAREN ANN QUINLAN HOME FOR HOSPICE,28 FAIRVIEW HILL ROAD, ,NEWTON,NJ,07860,"NEWTON, NJ  07860",SUSSEX,(973) 383-0115,(973) 383-4739,cchoma@karonannquinlanhospice.org,10/31/2020,KAREN ANN QUINLAN HOSPICE,99 SPARTA AVENUE,"NEWTON, NJ  07860",Non-Profit - Corporation,. MARGARET MCCULLY,,6/17/2020,
NJ22656,HOSPICE CARE PROGRAM,22656,KAREN ANN QUINLAN HOSPICE,KAREN ANN QUINLAN HOSPICE,99 SPARTA AVENUE, ,NEWTON,NJ,07860,"NEWTON, NJ  07860",SUSSEX,(973) 383-0115,(973) 383-6889,mschetting@karenannquinlanhospice.org,3/31/2021,KAREN ANN QUINLAN MEMORIAL FOUNDATION,99 SPARTA ROAD,"NEWTON, NJ  07860",,. MARLINA SCHETTING,,6/17/2020,
NJ24825,AMBULATORY CARE FACILITY,24825,"KAYAL ORTHOPAEDIC CENTER, PC","KAYAL ORTHOPAEDIC CENTER, PC",784 FRANKLIN AVENUE, ,FRANKLIN LAKES,NJ,07417,"FRANKLIN LAKES, NJ  07417",BERGEN,(201) 891-3113,(201) 891-0203,RKAYLMD@KAYALORTHO.COM,2/28/2021,"KAYAL ORTHOPAEDIC CENTER, PC","784 FRANKLIN AVENUE, SUITE 120","FRANKLIN LAKES, NJ  07417",Profit - Individual,. ROBERT KAYAL,,6/17/2020,
NJ1062,"HOSPITAL-BASED, OFF-SITE AMBULATORY CARE FACILITY",1053,KENNEDY DIAGNOSTIC AND TREATMENT CENTER,KENNEDY DIAGNOSTIC AND TREATMENT CENTER,"900 MEDICAL CENTER DRIVE, SUITE 101", ,SEWELL,NJ,08080,"SEWELL, NJ  08080",GLOUCESTER,(856) 582-3008,(856) 582-3009,jw.devine@kennedyhealth.org,12/31/2020,"KENNEDY UNIVERSITY HOSPITAL, INC. (WASHINGTON TWP",435 HURFVILLE-CROSSKEYS ROAD,"TURNERSVILLE, NJ  08012",Non-Profit - Hospital,Mr. JOSEPH DEVINE,,6/17/2020,
NJ1009,"HOSPITAL-BASED, OFF-SITE AMBULATORY CARE FACILITY",1009,KENNEDY FAMILY HEALTH CENTER AT SOMERDALE SQUARE,KENNEDY FAMILY HEALTH CENTER AT SOMERDALE SQUARE,1 SOMERDALE SQUARE, ,SOMERDALE,NJ,08083,"SOMERDALE, NJ  08083",CAMDEN,(856) 309-7700,(856) 566-8944,jw.devine@kennedyhealth.org,12/31/2020,"KENNEDY UNIVERSITY HOSPITAL, INC.",18 EAST LAUREL ROAD,"STRATFORD, NJ  08084",Non-Profit - Hospital,Mr. JOSEPH DEVINE,,6/17/2020,
NJ1012,"HOSPITAL-BASED, OFF-SITE AMBULATORY CARE FACILITY",1012,KENNEDY FAMILY HEALTH CENTER-WASHINGTON TOWNSHIP,KENNEDY FAMILY HEALTH CENTER - WASHINGTON TOWNSHIP,445 HURFVILLE-CROSSKEYS ROAD SUITE A, ,SEWELL,NJ,08080,"SEWELL, NJ  08080",GLOUCESTER,(856) 582-3130,(856) 582-3132,jw.devine@kennedyhealth.org,12/31/2020,"KENNEDY UNIVERSITY HOSPITAL, INC. (WASHINGTON TWP",435 HURFVILLE-CROSSKEYS ROAD,"TURNERSVILLE, NJ  08012",Non-Profit - Hospital,Mr. JOSEPH DEVINE,,6/17/2020,
NJ22395,"HOSPITAL-BASED, OFF-SITE AMBULATORY CARE FACILITY",1139,KENNEDY IMAGING CENTER,KENNEDY IMAGING CENTER,"900 MEDICAL CENTER DRIVE, SUITE 101A", ,SEWELL,NJ,08080,"SEWELL, NJ  08080",GLOUCESTER,(856) 784-1976,(856) 784-2342,jw.devine@kennedyhealth.org,12/31/2020,"KENNEDY UNIVERSITY HOSPITAL, INC. (WASHINGTON TWP",435 HURFVILLE-CROSSKEYS ROAD,"TURNERSVILLE, NJ  08012",Non-Profit - Hospital,Mr. JOSEPH DEVINE,,6/17/2020,
NJ1276,"HOSPITAL-BASED, OFF-SITE AMBULATORY CARE FACILITY",1276,KENNEDY PHYSICAL THERAPY,KENNEDY PHYSICAL THERAPY,405 HURFFVILLE-CROSS KEYS ROAD, ,SEWELL,NJ,08080,"SEWELL, NJ  08080",GLOUCESTER,(856) 256-7871,(856) 582-3415,jw.devine@kennedyhealth.org,12/31/2020,"KENNEDY UNIVERSITY HOSPITAL, INC. (WASHINGTON TWP",435 HURFVILLE-CROSSKEYS ROAD,"TURNERSVILLE, NJ  08012",Non-Profit - Hospital,Mr. JOSEPH DEVINE,,6/17/2020,
NJ1079,"HOSPITAL-BASED, OFF-SITE AMBULATORY CARE FACILITY",1079,KENNEDY SLEEP CENTER AT STRATFORD,KENNEDY SLEEP CENTER AT STRATFORD,101 EAST LAUREL ROAD, ,STRATFORD,NJ,08084,"STRATFORD, NJ  08084",CAMDEN,(856) 346-7896,(856) 234-5010,jw.devine@kennedyhealth.org,12/31/2020,"KENNEDY UNIVERSITY HOSPITAL, INC.",18 EAST LAUREL ROAD,"STRATFORD, NJ  08084",Non-Profit - Hospital,Mr. JOSEPH DEVINE,,6/17/2020,
